"id","Gender","Age","Educ","WDP.Theil","WDP.Gini","WDP.Atkinson"
124,"male","40to49","HigherEduc",0,NA,0
125,"female","70+","HigherEduc",1,1,1
126,"male","20to29","Matura",1,1,1
127,"male","70+","HigherEduc",1,1,1
128,"female","50to59","HigherEduc",0,0,0
129,"female","30to39","HigherEduc",1,1,1
130,"male",NA,"AHS/BHS",NA,NA,NA
131,"male","50to59","HigherEduc",0,0,0
132,"male","40to49","HigherEduc",1,1,1
133,"female","30to39","HigherEduc",1,1,1
134,"male","30to39","HigherEduc",1,1,1
135,"female","30to39","HigherEduc",0,0,0
136,"female","30to39","HigherEduc",1,1,1
137,"diverse","50to59","HigherEduc",NA,NA,NA
138,"male","16to19","Matura",0,1,0
139,"female","50to59","HigherEduc",0,0,0
140,"female","60to69","HigherEduc",1,1,1
141,"female","50to59","Matura",0,0,0
142,"female","20to29","Matura",1,1,1
143,"male","20to29","Pflichtschule+Lehre",1,1,1
144,"male","30to39","HigherEduc",0,0,0
145,"female","40to49","Mittlere Schule",1,1,1
146,"male","16to19",NA,NA,NA,NA
147,"male","70+","HigherEduc",NA,NA,NA
148,"female","40to49","HigherEduc",0,1,0
149,"female","30to39","HigherEduc",1,1,1
150,"male","20to29","HigherEduc",0,0,0
151,"female","50to59","HigherEduc",0,0,0
152,"male","70+","HigherEduc",0,0,0
153,"male","40to49","HigherEduc",NA,NA,NA
154,"female","20to29","AHS/BHS",0,0,0
155,"male","40to49","HigherEduc",1,1,1
156,"female","20to29","HigherEduc",1,1,1
157,"male","40to49","HigherEduc",0,0,0
158,"female","60to69","HigherEduc",1,1,1
159,"male","40to49","HigherEduc",0,0,0
160,"male","30to39","HigherEduc",0,0,0
161,"male","16to19","Pflichtschule",1,1,1
162,"female","60to69","Mittlere Schule",0,0,0
163,"male","60to69","Pflichtschule+Lehre",0,0,0
164,"male","60to69","Matura",NA,NA,NA
165,"female","60to69","Mittlere Schule",NA,NA,NA
166,NA,NA,NA,NA,NA,NA
167,"female","20to29","Matura",1,1,1
168,"male","30to39","Matura",0,0,0
169,"female","30to39","HigherEduc",0,0,0
170,"male","20to29","Matura",1,1,0
171,"female","50to59","Mittlere Schule",NA,NA,NA
172,"female","20to29","HigherEduc",0,0,0
173,"male","40to49","Matura",1,1,1
174,"female","20to29","HigherEduc",0,0,0
175,"female","40to49","HigherEduc",1,1,1
176,"female","20to29","HigherEduc",1,1,1
177,"male","20to29","HigherEduc",1,1,1
178,"diverse","20to29","Matura",1,1,1
179,"female","60to69","Matura",0,0,0
180,"female","20to29","HigherEduc",1,1,1
181,"male","20to29","Matura",1,1,1
182,"male","30to39","HigherEduc",1,1,1
183,"male","50to59","HigherEduc",0,0,0
184,"female","40to49","HigherEduc",0,0,0
185,"female","40to49","HigherEduc",0,0,0
186,"male","40to49","HigherEduc",1,1,1
187,"female","30to39","HigherEduc",0,0,0
188,"male","20to29","HigherEduc",0,0,0
189,"female","50to59","HigherEduc",1,1,1
190,"female","40to49","HigherEduc",1,1,1
191,"female","20to29","Matura",NA,NA,NA
192,"female","20to29","HigherEduc",0,0,0
193,"female",NA,"Pflichtschule+Lehre",NA,NA,NA
194,"male","30to39","HigherEduc",1,1,1
195,NA,NA,NA,NA,NA,NA
196,"male","30to39","HigherEduc",1,1,1
197,"female","50to59","HigherEduc",0,0,0
198,"female","20to29","HigherEduc",0,0,0
199,"female","20to29","HigherEduc",1,1,1
200,"female","30to39","HigherEduc",0,0,0
201,"female","70+","HigherEduc",0,0,0
202,NA,NA,NA,NA,NA,NA
203,"female","50to59","HigherEduc",0,0,0
204,"male","20to29","Matura",1,1,1
205,"female","20to29","HigherEduc",1,1,1
206,"female","30to39","HigherEduc",1,1,1
207,"female","50to59","HigherEduc",0,0,0
208,NA,NA,NA,NA,NA,NA
209,NA,NA,NA,NA,NA,NA
210,"female","70+","Pflichtschule+Lehre",1,1,1
211,"male","70+","HigherEduc",0,0,0
212,"female","70+","AHS/BHS",NA,NA,NA
213,"male","70+","Matura",NA,NA,NA
214,"female","70+","HigherEduc",0,0,0
215,"female","50to59","HigherEduc",1,1,1
216,NA,NA,NA,1,1,1
217,"female","60to69","Matura",1,1,1
218,"female","70+","Matura",1,1,1
219,"female","60to69","Mittlere Schule",0,1,1
220,"male","30to39","HigherEduc",NA,NA,NA
221,"female","30to39","HigherEduc",0,0,0
222,"male","70+","Mittlere Schule",0,0,0
223,"male","20to29","Pflichtschule+Lehre",1,1,1
224,"male","40to49","Pflichtschule+Lehre",0,0,0
225,"female","40to49","Pflichtschule+Lehre",0,0,0
226,"female","20to29","Mittlere Schule",1,1,1
227,"male","70+","HigherEduc",0,0,0
228,"male","20to29","HigherEduc",1,1,1
229,"female","50to59","AHS/BHS",0,0,0
230,"female","20to29","HigherEduc",0,1,0
231,"male","60to69","AHS/BHS",NA,NA,NA
232,NA,NA,NA,NA,NA,NA
233,"male","70+","AHS/BHS",NA,NA,NA
234,"female","20to29","HigherEduc",1,1,1
235,"male","30to39","HigherEduc",1,1,1
236,"female","70+","Pflichtschule",NA,NA,NA
237,"male","30to39","Matura",0,0,0
238,"female","40to49","Pflichtschule+Lehre",1,1,1
239,"female","70+","Pflichtschule",NA,NA,NA
240,"female","60to69",NA,0,0,0
241,"female","16to19","Matura",1,1,1
242,"male","20to29","Pflichtschule+Lehre",0,0,0
243,"female","20to29","Matura",0,1,0
244,"female","20to29","Matura",0,0,0
245,"female","20to29","Matura",1,1,1
246,"female","40to49","Matura",1,1,1
247,"male","30to39","HigherEduc",1,1,1
248,"male","60to69","HigherEduc",0,0,0
249,"male","60to69","HigherEduc",0,NA,0
250,"female","50to59","HigherEduc",1,0,1
251,"male","16to19","Pflichtschule+Lehre",0,1,0
252,"male","40to49","Pflichtschule+Lehre",0,0,0
253,"male","16to19","Matura",0,0,0
254,"female","60to69","HigherEduc",1,1,1
255,"male","20to29","HigherEduc",1,1,1
256,"male","40to49","Pflichtschule+Lehre",1,0,0
257,"male","20to29","HigherEduc",0,0,0
258,"male","50to59","Matura",1,1,1
259,"female","30to39","HigherEduc",1,1,1
260,"male","30to39","HigherEduc",1,0,0
261,"male","70+","Matura",0,0,0
262,"male","20to29","Pflichtschule+Lehre",0,0,0
263,"female","40to49","Matura",1,1,1
264,"male",NA,"Pflichtschule+Lehre",0,0,0
265,"male","60to69","Matura",0,0,0
266,"female","20to29","Mittlere Schule",NA,NA,NA
267,"male","30to39","Pflichtschule+Lehre",1,1,1
268,"female","70+","Pflichtschule+Lehre",0,0,0
269,"male","20to29","HigherEduc",1,1,1
270,NA,NA,NA,NA,NA,NA
271,"male","30to39","Matura",0,0,0
272,"female","70+","Matura",0,0,0
273,"male","20to29","Pflichtschule+Lehre",0,0,0
274,"female","60to69","Pflichtschule+Lehre",1,1,1
275,"female","70+","Pflichtschule+Lehre",0,0,0
276,"female","60to69","Pflichtschule+Lehre",NA,NA,NA
277,"male","20to29",NA,NA,NA,NA
278,"male","40to49","Mittlere Schule",0,0,0
279,"female","70+","Pflichtschule+Lehre",0,NA,0
280,"male","50to59","Pflichtschule+Lehre",1,1,1
281,"female","30to39","HigherEduc",1,1,1
282,"female","20to29","Matura",0,0,0
283,"male","30to39","Pflichtschule+Lehre",0,0,0
284,"female","50to59","Matura",0,0,0
285,"female","30to39","HigherEduc",0,0,0
286,"male","30to39","HigherEduc",0,0,0
287,"female","60to69","Pflichtschule",NA,NA,NA
288,"female","50to59","Pflichtschule",NA,NA,NA
289,NA,"20to29","Matura",1,1,1
290,"male","40to49","Matura",1,1,1
291,"male","20to29","HigherEduc",1,1,1
292,"male","30to39","Pflichtschule+Lehre",1,1,1
293,"female","60to69","Mittlere Schule",0,0,0
294,"diverse","40to49","HigherEduc",0,0,0
295,"male","60to69","AHS/BHS",0,0,0
296,NA,"20to29","HigherEduc",0,0,0
297,"male","20to29","HigherEduc",1,1,1
298,"female","50to59","Mittlere Schule",0,0,0
299,NA,NA,"HigherEduc",1,1,1
300,"male","40to49","Pflichtschule",1,1,1
301,"male","20to29","Matura",1,1,1
302,"female","50to59","HigherEduc",0,NA,0
303,"male","60to69","Mittlere Schule",0,0,0
304,"male","50to59","Mittlere Schule",0,0,0
305,"female","20to29","Matura",0,0,0
306,"male","16to19","Matura",0,0,0
307,"male","20to29","Matura",1,1,1
308,"female","50to59","HigherEduc",1,1,1
309,"male","60to69","Pflichtschule+Lehre",NA,NA,NA
310,"female","40to49","Matura",0,0,0
311,"female","50to59","Pflichtschule+Lehre",1,1,1
312,"female","20to29","HigherEduc",1,1,1
313,"female","20to29","Pflichtschule+Lehre",0,0,0
314,"male","70+","Matura",0,0,0
315,"male","20to29","HigherEduc",1,1,1
316,"female","30to39","HigherEduc",1,1,1
317,"female","20to29","Matura",0,0,0
318,"male","16to19","Pflichtschule",0,0,0
319,"female","30to39","HigherEduc",1,1,1
320,"female","40to49","HigherEduc",1,0,1
321,"female","20to29","HigherEduc",1,1,1
322,"male","20to29","HigherEduc",1,1,1
323,"male","40to49","Pflichtschule+Lehre",0,0,0
324,"male","60to69","HigherEduc",1,1,1
325,"female","50to59","HigherEduc",0,0,0
326,"male","20to29","HigherEduc",1,1,1
327,"female","20to29","HigherEduc",0,0,0
328,"male","20to29","Matura",1,1,1
329,NA,NA,NA,NA,NA,NA
330,"female","50to59","Pflichtschule+Lehre",1,1,1
331,"male","50to59","HigherEduc",0,NA,0
332,"female","30to39","HigherEduc",1,1,1
333,"female","30to39","Pflichtschule+Lehre",1,1,1
334,"female","40to49","Matura",1,1,1
335,"male","40to49","HigherEduc",0,0,0
336,NA,NA,NA,NA,NA,NA
337,"male","40to49","HigherEduc",0,0,0
338,"male","30to39","HigherEduc",0,0,0
339,"male","30to39","Pflichtschule+Lehre",0,0,0
340,"male","50to59","HigherEduc",0,0,0
341,"female","40to49","Matura",1,1,1
342,"male","50to59","Pflichtschule+Lehre",0,0,0
343,"female","30to39","Matura",0,0,0
344,"male","50to59","Pflichtschule+Lehre",1,0,0
345,"female","20to29","HigherEduc",1,1,0
346,"female","70+","Pflichtschule+Lehre",1,1,1
347,"male","50to59","Pflichtschule+Lehre",0,0,0
348,"female","30to39","HigherEduc",1,1,1
349,"male","20to29","HigherEduc",0,0,0
350,"female","16to19",NA,0,0,0
351,"male","30to39","Matura",0,0,0
352,"female","20to29","Pflichtschule+Lehre",0,0,0
353,"female","30to39","HigherEduc",1,1,1
354,"female","20to29","HigherEduc",0,0,0
355,"male","20to29","Matura",1,1,1
356,"male","20to29","Matura",0,1,0
357,"female","20to29","Matura",1,1,1
358,"female","20to29","Matura",1,1,0
359,"female","40to49","HigherEduc",1,1,1
360,"male","30to39","HigherEduc",0,0,0
361,"male","30to39","Matura",0,0,0
362,"female","60to69","HigherEduc",0,0,0
363,"male","50to59","Mittlere Schule",0,0,0
364,"female","50to59","Mittlere Schule",0,0,0
365,"male","50to59","Pflichtschule+Lehre",0,0,0
366,"female","50to59","HigherEduc",0,0,0
367,"male","40to49","Pflichtschule+Lehre",0,0,0
368,"female","40to49","Pflichtschule",NA,NA,NA
369,"female","40to49","HigherEduc",1,1,1
370,"female","60to69","HigherEduc",1,1,1
371,"male","70+","Matura",0,1,0
372,"female","50to59","Pflichtschule",NA,NA,NA
373,"female","60to69","Pflichtschule",1,1,1
374,"male","50to59","Pflichtschule",0,0,0
375,"male","40to49","Pflichtschule+Lehre",0,0,0
376,"female","70+","AHS/BHS",NA,NA,NA
377,NA,NA,NA,0,NA,1
378,"female","60to69","Mittlere Schule",0,0,0
379,"male","50to59",NA,NA,NA,NA
380,"male","20to29","HigherEduc",1,1,1
381,"male","50to59","HigherEduc",0,NA,0
382,"female","60to69","Pflichtschule+Lehre",NA,NA,NA
383,"female","60to69","HigherEduc",0,0,0
384,"male","30to39","HigherEduc",0,0,0
385,"male","20to29","HigherEduc",1,1,1
386,"male","20to29","Matura",0,0,0
387,"female","50to59","Mittlere Schule",1,1,1
388,NA,NA,"Mittlere Schule",NA,NA,NA
389,"female","40to49","HigherEduc",1,1,1
390,"male","50to59","HigherEduc",1,1,1
391,"female","20to29","Matura",1,1,1
392,"male","50to59","Matura",0,0,0
393,"male","50to59","HigherEduc",0,0,0
394,"female","40to49","HigherEduc",1,0,1
395,"female","20to29","Matura",1,1,1
396,"female","30to39","Pflichtschule+Lehre",0,0,0
397,"female","50to59","HigherEduc",NA,NA,NA
398,"female","20to29","Matura",1,1,1
399,"female","20to29","Matura",1,1,1
400,"male","20to29","Matura",1,1,0
401,"male","20to29","Matura",1,1,1
402,"male","70+","Matura",0,0,0
403,"male","30to39","HigherEduc",0,0,0
404,"male","40to49","HigherEduc",1,1,1
405,"female","60to69","HigherEduc",0,0,0
406,"female","40to49","HigherEduc",1,1,1
407,"female","50to59","Pflichtschule+Lehre",0,0,0
408,"female","60to69","HigherEduc",0,0,0
409,"female","30to39","HigherEduc",1,1,1
410,"male","30to39","HigherEduc",1,1,0
411,"female","30to39","Matura",0,0,0
412,"female","40to49","HigherEduc",1,1,1
413,NA,NA,NA,NA,NA,NA
414,"male","70+","HigherEduc",NA,NA,NA
415,"female","20to29","HigherEduc",0,0,0
416,"female","20to29","HigherEduc",0,0,0
417,"male","20to29","HigherEduc",0,1,0
418,"female","30to39","HigherEduc",0,0,0
419,"male","40to49","HigherEduc",1,1,1
420,"male","60to69","HigherEduc",0,0,0
421,"male","30to39","Matura",1,1,1
422,"male","30to39","HigherEduc",0,0,0
423,"male","40to49","Pflichtschule+Lehre",1,1,1
424,"female","60to69","HigherEduc",0,0,0
425,"male","60to69","AHS/BHS",0,NA,0
426,"female","50to59","HigherEduc",0,0,0
427,"male","30to39","HigherEduc",1,1,1
428,"male","40to49","HigherEduc",1,1,1
429,"female","50to59","Matura",0,1,0
430,"male","40to49","HigherEduc",0,0,0
431,"female","50to59","HigherEduc",1,1,1
432,"male","20to29","Matura",0,0,0
433,"male","40to49","HigherEduc",NA,NA,NA
434,"female","30to39","Matura",1,1,1
435,NA,NA,NA,NA,NA,NA
436,"male","50to59","HigherEduc",0,0,0
437,"male","20to29","HigherEduc",1,1,1
438,"female","40to49","Pflichtschule+Lehre",0,0,0
439,"male","20to29","Matura",1,1,1
440,"female","40to49","HigherEduc",1,1,1
441,"female","50to59","HigherEduc",NA,NA,NA
442,"male","40to49","HigherEduc",1,1,1
443,"male","16to19","Matura",0,0,0
444,"male","20to29","Pflichtschule",1,1,1
445,"male","20to29","Matura",1,1,1
