"id","Gender","Age","Educ.lvl","WDP.Theil","WDP.Gini","WDP.Atkinson","k2all","k2strong","ext.right","ext.left"
572,"F",1,5,1,1,1,0,0,0,0
573,"M",3,6,1,1,1,0,0,0,0
574,"F",3,6,0,0,0,0,0,0,0
575,"F",2,6,0,1,0,1,0,0,0
576,"F",6,5,0,0,0,0,0,0,0
577,"F",3,6,1,1,1,0,0,0,0
578,"M",3,2,1,1,1,1,1,0,0
579,"F",6,2,0,0,0,0,0,0,0
580,"M",3,5,1,1,1,0,0,0,0
581,"M",4,6,0,0,0,0,0,0,0
582,"F",4,6,0,1,0,1,0,0,0
583,"F",4,6,0,0,0,0,0,0,0
584,"F",2,6,0,0,0,1,1,0,0
585,"M",4,6,1,1,1,1,0,0,0
586,"F",3,6,0,0,0,1,0,0,0
587,"F",4,6,0,0,0,1,1,0,0
588,"F",5,2,0,1,0,1,0,0,0
589,"F",1,5,0,0,0,0,0,0,0
590,"F",2,6,0,1,0,1,1,1,0
591,"F",3,6,0,0,0,1,1,0,0
592,"F",7,6,0,NA,0,0,0,NA,0
593,"M",2,6,1,1,1,0,0,0,1
594,"M",2,5,0,1,0,1,0,0,0
595,"M",3,6,0,0,0,1,0,0,0
596,"F",4,6,0,0,0,1,1,0,0
597,"M",7,6,0,0,0,1,0,0,0
598,"F",4,3,0,0,0,1,0,0,0
599,"M",2,6,1,0,1,1,0,0,0
600,"M",3,6,1,1,1,1,1,0,0
601,"F",5,5,1,1,1,1,1,0,0
602,"F",6,5,0,1,0,0,0,0,0
603,"M",5,6,0,0,0,1,0,0,0
604,"F",3,6,1,1,1,1,1,0,0
605,"M",3,6,1,1,1,1,1,0,0
606,"F",3,6,0,0,0,0,0,0,1
607,"M",2,1,0,1,1,0,0,0,0
608,"M",5,2,0,0,0,1,1,0,0
609,"F",3,6,1,1,1,0,0,0,0
610,"M",3,5,0,0,0,1,1,0,0
611,"M",3,6,1,1,1,0,0,0,0
612,"F",5,6,0,0,0,1,0,0,0
613,"F",4,6,1,1,1,0,0,0,0
614,"F",3,6,1,1,1,1,1,0,0
615,"M",3,6,NA,NA,NA,0,0,NA,NA
616,"M",3,6,0,0,0,0,0,0,0
617,"F",4,6,0,0,0,1,1,0,0
618,"F",3,6,0,0,0,1,0,0,0
619,"M",3,6,1,1,0,1,0,0,0
620,"F",2,6,0,0,0,1,1,0,0
621,NA,NA,4,NA,NA,NA,0,0,NA,NA
622,"F",2,5,1,1,1,0,0,0,0
623,"M",4,2,1,1,1,1,0,1,0
624,"F",3,6,1,1,1,1,1,0,0
625,"M",4,2,0,0,0,1,1,0,0
626,"F",4,6,0,0,0,1,1,0,0
627,"M",4,6,1,1,1,0,0,0,NA
628,"M",2,5,1,0,1,0,0,0,0
629,"M",7,1,0,0,0,1,0,0,0
630,"M",3,6,1,1,1,0,0,0,0
631,"F",2,6,0,0,0,1,1,0,0
632,"M",2,6,1,0,0,0,0,0,0
633,"F",2,6,0,0,0,1,1,0,0
634,"F",5,1,1,1,1,0,0,0,NA
635,"M",6,3,0,0,0,1,1,0,0
636,"F",3,6,1,1,1,0,0,0,0
637,"M",3,6,1,1,0,0,0,0,0
638,"M",5,2,0,0,0,1,0,0,0
639,"M",3,6,0,0,0,1,0,0,0
640,"M",3,6,1,1,1,1,0,0,0
641,"M",2,5,1,1,1,1,1,0,0
642,"M",2,6,1,0,1,0,0,0,0
643,"F",3,6,0,0,0,0,0,0,0
644,"M",3,6,1,1,1,0,0,0,0
645,"F",2,6,1,1,1,1,1,0,0
646,"F",2,3,1,1,1,0,0,0,0
647,"M",3,6,1,1,1,1,1,0,0
648,"M",4,6,0,0,0,1,1,0,0
649,"M",3,6,1,1,1,1,0,0,1
650,"M",7,2,0,0,0,1,0,0,0
651,"F",2,5,1,1,1,1,1,0,0
652,"F",2,5,1,1,1,1,0,0,0
653,"M",2,5,1,0,1,1,0,0,0
654,"M",1,5,0,0,0,0,0,0,0
655,"F",6,2,0,0,0,1,0,0,0
656,"F",6,5,NA,NA,NA,0,0,NA,NA
657,"M",5,2,1,1,1,0,0,0,0
658,"M",7,3,0,0,0,1,0,0,0
659,"F",7,2,0,0,0,1,0,0,1
660,"M",5,2,0,1,0,1,0,0,0
661,"M",3,4,0,0,0,1,0,0,0
662,"M",2,5,1,1,1,1,0,0,0
663,"F",5,4,0,0,0,1,1,0,1
664,"M",5,NA,0,1,0,1,1,0,1
665,"F",2,5,1,1,1,0,0,0,NA
666,"M",7,2,NA,NA,NA,0,0,NA,NA
667,"M",3,6,NA,NA,NA,0,0,NA,NA
668,"F",4,5,0,0,0,1,0,0,0
669,"M",3,6,1,1,1,0,0,0,0
670,"F",3,6,1,1,1,1,1,0,0
671,"M",4,5,0,0,0,0,0,0,0
672,"F",4,2,1,1,1,1,0,0,0
673,"M",2,5,1,1,1,1,1,0,0
674,"F",7,1,0,0,0,1,0,0,0
675,"M",5,6,0,0,0,1,0,0,0
676,"M",2,1,1,1,1,1,1,0,0
677,"F",4,NA,0,NA,0,0,0,NA,1
678,"F",4,6,0,0,0,1,0,0,1
679,"M",3,6,0,0,0,0,0,0,0
680,"F",3,6,0,0,0,1,0,0,0
681,"F",3,6,1,1,1,1,0,0,0
682,"M",3,6,0,0,0,1,1,0,0
683,"F",2,5,0,0,0,0,0,0,0
684,"F",5,5,0,0,0,0,0,0,0
685,"F",5,3,1,0,0,1,1,0,0
686,"F",6,5,0,0,0,1,1,0,0
687,"F",3,6,0,0,0,0,0,0,0
688,"F",1,6,0,0,0,1,1,0,0
689,"F",6,5,0,0,0,0,0,0,0
690,"F",2,5,1,1,1,1,0,0,0
691,"M",2,6,1,1,1,1,0,0,0
692,NA,NA,4,NA,NA,NA,0,0,NA,NA
693,"F",3,5,0,0,0,1,1,0,0
694,"F",2,5,1,1,1,1,1,0,0
695,"F",7,5,0,NA,0,0,0,0,0
696,"F",2,5,1,1,1,0,0,0,0
697,"F",2,5,0,0,0,1,0,0,0
698,"M",2,3,1,1,1,1,1,0,1
699,"F",7,5,1,1,1,1,0,0,0
700,"M",5,6,1,0,1,0,0,0,0
701,"F",5,5,0,0,0,1,1,0,0
702,"F",5,6,1,1,1,0,0,0,1
703,"M",2,5,0,1,0,1,1,0,1
704,"F",3,6,1,1,1,0,0,0,0
705,NA,4,4,NA,NA,NA,0,0,NA,NA
706,"M",3,5,1,1,1,0,0,0,0
707,"M",3,5,1,1,1,1,0,0,0
708,"F",2,6,1,1,1,1,1,0,1
709,"M",2,6,1,1,1,1,1,0,1
710,"F",2,5,1,1,1,1,0,0,0
711,"F",2,5,1,1,1,1,1,0,0
712,"F",5,2,1,1,1,0,0,0,NA
713,"M",5,5,0,NA,0,0,0,0,NA
714,"F",2,5,1,1,1,1,1,0,0
715,"M",6,6,1,1,1,1,0,0,0
716,"M",4,6,0,0,0,0,0,0,1
717,"M",2,6,1,1,1,1,0,0,0
718,"M",7,6,0,0,0,1,1,0,0
719,"F",4,5,0,NA,0,0,0,0,NA
720,"F",2,6,1,1,1,0,0,0,0
721,"M",4,4,1,1,1,1,1,0,1
722,"F",5,5,0,0,0,1,0,0,0
723,"F",6,6,1,1,1,0,0,0,0
724,"M",4,2,0,0,0,1,1,0,0
725,"F",2,5,1,1,1,0,0,0,1
726,"M",3,6,0,0,0,0,0,0,0
727,"F",3,6,1,1,1,1,0,0,0
728,"F",2,5,0,0,0,1,0,0,0
729,"M",7,6,1,1,0,1,1,0,0
730,"M",5,5,0,0,0,1,1,0,0
731,"F",5,5,0,0,0,1,0,0,0
732,"M",5,5,0,0,0,0,0,0,0
733,"F",3,6,1,1,1,1,1,0,0
734,"F",3,6,0,0,0,1,0,0,0
735,"M",2,5,0,0,0,1,0,0,0
736,"F",2,5,0,0,0,0,0,0,0
737,"F",3,6,1,1,1,0,0,0,0
738,"M",3,5,0,0,0,1,1,0,1
739,"F",3,5,0,1,0,0,0,0,0
740,"M",4,4,0,0,0,1,0,0,0
741,"M",2,5,1,1,1,0,0,0,0
742,"M",5,2,0,0,0,0,0,0,0
743,"F",7,2,0,0,0,0,0,0,0
744,"M",7,4,NA,NA,NA,0,0,NA,NA
745,"F",7,6,NA,NA,NA,0,0,NA,NA
746,"M",2,5,0,0,0,1,0,0,0
747,"M",4,6,0,0,0,1,0,0,0
748,"F",1,5,0,1,0,1,0,0,0
749,NA,3,6,0,0,0,1,0,0,0
750,"M",3,6,1,1,1,1,1,0,0
751,"M",2,3,0,0,0,1,0,0,0
752,"M",2,6,1,1,1,1,0,0,0
753,"M",3,6,0,0,0,1,1,0,0
754,"F",5,3,0,1,0,0,0,0,0
755,"M",3,3,1,0,1,0,0,1,0
756,"F",2,5,1,1,1,1,0,0,0
757,"F",3,6,0,0,0,0,0,0,0
758,"M",3,6,0,0,0,1,0,0,0
759,"M",4,1,0,0,0,1,1,0,0
760,"F",7,6,0,0,0,1,1,0,0
761,"F",2,5,1,1,1,1,1,0,0
762,"M",4,6,1,1,1,0,0,0,0
763,"F",5,6,0,0,0,1,0,0,0
764,"M",NA,6,1,1,1,1,1,1,0
765,"F",2,5,0,1,0,1,1,0,1
766,"M",6,1,0,0,0,1,0,0,0
767,"F",5,5,0,0,0,1,0,0,0
768,"F",2,5,0,0,0,1,1,0,0
769,"M",3,6,1,1,1,1,0,0,0
770,"F",4,6,0,0,0,1,0,0,0
771,"F",1,NA,1,1,1,1,1,0,0
772,"F",4,6,0,0,0,1,0,0,0
773,"F",2,NA,NA,NA,NA,1,0,0,0
774,"M",2,2,NA,NA,NA,1,1,0,0
775,"M",4,NA,NA,NA,NA,0,0,NA,NA
776,"F",7,3,0,0,0,1,1,0,0
777,"F",4,2,0,0,0,1,0,0,1
778,"M",3,6,0,0,0,1,0,0,0
779,"M",4,5,1,1,1,0,0,0,0
780,"M",2,5,1,1,1,0,0,0,1
781,"F",2,6,0,0,0,1,1,0,1
782,"M",4,2,0,0,0,0,0,0,0
783,"F",3,6,NA,NA,NA,1,0,0,0
784,"M",7,5,0,0,0,1,0,0,0
785,"M",3,5,0,0,0,1,0,0,0
786,"F",6,6,0,0,0,1,1,0,0
787,"M",6,4,0,0,0,0,0,0,0
788,"M",3,6,0,0,0,1,0,0,0
789,"M",1,1,0,0,0,1,1,0,0
790,"F",3,5,1,0,1,1,0,0,0
791,"M",2,6,1,1,1,1,0,1,0
792,"F",3,6,1,1,1,1,1,0,0
793,"M",3,5,0,0,0,1,1,0,0
794,"M",2,5,0,0,0,1,1,0,0
795,"F",2,5,1,1,1,0,0,0,0
796,"F",3,6,0,0,0,0,0,0,0
797,"M",5,3,1,1,1,0,0,0,NA
798,"M",4,6,0,0,0,1,1,0,0
799,"M",1,3,1,1,1,1,0,0,0
800,"F",4,6,0,1,0,0,0,0,0
801,"M",3,2,0,NA,0,0,0,0,0
802,"F",3,1,NA,NA,NA,0,0,NA,NA
803,"M",1,5,0,1,0,0,0,0,1
804,"M",6,5,1,1,1,1,0,0,0
805,"F",4,5,0,0,0,1,1,0,1
806,"M",2,2,0,0,0,0,0,0,0
807,"M",4,4,0,0,0,1,1,0,0
808,"F",2,6,1,1,1,0,0,0,0
809,"M",3,6,NA,NA,NA,0,0,NA,NA
810,"M",3,6,0,0,0,1,0,0,0
811,"F",4,6,0,0,0,1,1,0,0
812,"F",4,6,0,0,0,1,1,0,0
813,"F",2,6,0,1,0,1,0,0,0
814,"F",5,4,1,1,1,1,0,0,1
815,"M",2,6,1,1,1,1,1,0,0
816,"F",2,6,0,0,0,0,0,0,0
817,"M",1,NA,0,0,0,0,0,0,0
818,"M",2,2,1,1,1,1,1,0,0
819,"M",2,5,0,0,0,0,0,0,0
820,"M",2,6,0,0,0,0,0,0,0
821,"F",1,4,1,1,1,0,0,0,0
822,"M",1,5,1,1,1,0,0,1,0
823,"M",6,3,NA,NA,NA,0,0,NA,NA
824,"M",2,5,1,1,1,0,0,0,0
825,"F",5,6,1,1,1,0,0,0,1
826,NA,NA,4,NA,NA,NA,0,0,NA,NA
827,"M",2,1,1,1,1,1,1,0,0
828,"M",5,3,0,0,0,1,1,0,0
829,"F",6,1,1,1,1,0,0,0,NA
830,"F",3,6,0,0,0,1,1,0,0
831,"M",3,6,1,1,1,0,0,0,0
832,"M",2,5,0,0,0,0,0,0,0
833,"F",5,5,1,1,1,0,0,0,0
834,"M",3,5,0,1,0,1,0,0,1
835,"M",3,6,1,1,1,1,1,0,1
836,"F",7,6,1,1,1,1,0,0,1
837,"M",4,6,1,1,1,1,0,0,0
838,"F",5,5,1,0,1,0,0,0,0
839,"M",7,2,0,0,0,1,1,0,0
840,"F",3,6,1,1,1,1,0,0,0
841,"M",3,6,1,1,1,1,0,1,0
842,"M",2,1,1,1,0,1,1,0,0
843,"M",2,4,0,0,0,1,0,0,0
844,"M",5,6,1,1,0,1,0,0,0
845,"M",6,5,0,0,0,1,1,0,0
846,"M",3,6,0,0,0,1,0,0,0
847,"F",6,5,0,0,0,1,1,0,0
848,"M",2,6,0,0,0,1,0,0,0
849,NA,5,5,NA,NA,NA,0,0,NA,NA
850,"M",5,4,0,0,0,1,0,0,0
851,"M",4,2,0,0,0,1,0,0,0
852,"M",4,5,1,1,1,1,0,0,0
853,"F",7,3,0,0,0,1,1,0,0
854,"M",5,4,1,1,1,0,0,0,0
855,"F",2,5,1,1,1,0,0,0,0
856,"F",3,6,1,1,1,0,0,0,0
857,"M",1,NA,1,1,1,1,1,1,0
858,"F",7,2,1,1,1,0,0,0,1
859,"M",2,2,1,1,1,1,0,0,0
860,NA,NA,4,NA,NA,NA,0,0,NA,NA
861,"F",5,2,1,1,1,1,0,0,0
862,"M",6,2,1,1,1,1,1,0,0
863,"F",7,NA,1,1,1,0,0,0,NA
864,"F",5,1,0,0,0,1,0,0,1
865,"F",5,6,1,1,1,0,0,0,0
866,"F",2,6,1,1,0,1,1,0,0
867,"M",2,5,0,0,0,1,1,0,0
868,"M",6,5,1,1,1,1,1,0,1
869,"F",2,6,0,0,0,1,0,0,0
870,"M",3,6,0,0,0,1,1,0,0
871,"F",6,4,0,0,0,1,0,0,0
872,"F",3,6,1,1,1,1,0,0,0
873,"M",6,6,1,1,1,1,1,0,0
874,"F",5,6,0,0,0,1,1,0,0
875,"M",4,2,0,0,0,1,0,0,1
876,"F",6,2,0,0,0,0,0,0,0
877,"M",4,6,1,1,1,1,1,0,0
878,"F",6,4,1,1,1,1,0,0,0
879,"M",3,4,0,0,0,1,1,0,1
880,"F",4,5,0,1,0,0,0,0,0
881,"F",3,6,1,1,1,1,1,0,0
882,"F",2,6,1,1,1,1,0,0,0
883,"M",4,5,1,1,1,1,1,0,0
884,"F",5,5,0,0,0,1,1,0,0
885,"M",6,6,0,0,0,1,0,0,0
886,"F",5,6,0,0,0,1,0,0,0
887,"M",3,6,1,1,1,1,0,0,0
888,"F",3,6,0,0,0,1,0,0,0
889,"M",6,2,1,1,0,1,0,0,0
890,"F",4,6,1,1,1,1,1,0,0
891,"M",3,5,1,1,1,1,1,0,0
892,"M",6,1,0,1,0,0,0,0,0
893,"F",2,5,1,1,1,1,1,0,0
894,"F",2,5,1,1,1,1,1,0,0
895,NA,5,4,0,0,0,1,0,0,1
896,"M",6,3,1,1,1,1,1,0,0
897,"M",6,2,0,0,0,1,0,0,0
898,"M",3,6,1,1,1,1,0,0,0
899,"M",4,6,1,0,1,0,0,0,0
900,NA,7,5,1,0,1,1,0,0,0
901,"M",6,3,0,0,0,1,0,0,0
902,"F",4,6,0,0,0,0,0,NA,0
903,"M",5,2,1,1,1,1,0,0,0
904,"F",4,2,1,1,1,0,0,0,NA
905,"M",6,3,0,NA,0,1,1,0,0
906,"F",3,6,0,0,0,1,0,0,0
907,"M",2,2,0,0,0,1,0,0,0
908,"F",2,1,0,0,0,0,0,0,1
909,"F",2,5,1,1,1,1,0,0,0
910,"M",1,5,1,1,1,0,0,0,0
911,"M",4,6,1,1,1,0,0,0,0
912,"F",6,6,0,0,0,1,1,0,0
913,"F",5,6,0,0,0,1,0,0,0
914,"M",5,5,0,0,0,1,1,0,0
915,"F",5,5,0,0,0,1,0,0,0
916,"M",7,6,0,0,0,0,0,0,0
917,"M",1,NA,1,1,1,1,1,0,1
918,"M",4,NA,1,1,1,1,0,1,0
919,"M",6,3,0,1,0,0,0,0,0
920,"F",3,5,0,0,0,1,0,0,0
921,"M",3,2,1,1,1,1,1,0,0
922,"F",3,6,1,1,1,1,1,0,0
923,"F",2,1,0,0,0,1,0,0,0
924,"M",3,6,0,0,0,0,0,0,0
925,"M",1,5,1,1,1,0,0,0,0
926,"F",4,6,0,0,0,1,1,0,0
927,"F",1,5,1,1,1,1,0,0,0
928,"F",4,1,0,0,0,1,0,0,0
929,"F",3,6,1,1,1,1,1,0,0
930,"M",6,4,0,0,0,1,1,0,0
931,"F",7,2,0,NA,0,0,0,0,NA
932,"M",5,6,1,1,1,1,0,0,1
933,"F",3,5,1,1,1,0,0,0,0
934,"F",5,6,1,1,1,0,0,0,NA
935,"F",7,3,0,0,0,1,1,0,1
936,"F",6,5,0,0,0,1,1,0,0
937,"F",3,5,0,0,0,1,1,1,0
