"id","GENDER","AGE","EDUC","WDP.Theil","WDP.Gini","WDP.Atkinson"
919," M","70"," S",1,1,1
920," F","50"," S",1,1,1
921," F","18"," S",0,0,0
922," M","18"," S",0,0,0
923," F","60"," S",1,1,1
924," M","18"," S",1,1,1
925," M","18"," S",1,1,1
926," M","18"," S",1,1,1
927," M","30"," S",1,1,1
928," F","18"," S",1,0,1
929," M","18"," S",1,0,0
930," F","30"," S",0,0,0
931," M","18"," S",1,0,1
932," F","30"," S",1,1,1
933," F","30"," S",1,0,1
934," F","30"," S",1,1,1
935," F","18"," S",0,NA,0
936," M","18"," S",1,1,1
937," F","30"," S",0,0,0
938," F","18"," S",0,0,0
939," F","50"," S",0,0,0
940," M","70"," S",1,1,1
941," F","30"," S",1,1,1
942," M","60"," S",1,1,1
943," M","18"," S",0,0,0
944," M","40"," S",1,1,1
945," M","30"," S",1,1,1
946," M","60"," S",1,0,1
947," M","18"," S",0,NA,0
948," F","18"," S",1,1,1
949," F","30"," S",1,1,1
950," F","30"," S",1,1,1
951," M","70"," S",1,1,1
952," M","40"," S",1,1,1
953," M","40"," S",1,1,1
954," F","40"," S",1,1,1
955," M","18"," S",1,1,1
956," F","18"," S",1,1,1
957," M","40"," S",1,1,1
958," M","30"," S",1,1,1
959," F","40",NA,0,0,0
960," M","18"," S",1,1,1
961,NA,"18"," S",1,0,1
962," M","50"," S",1,1,1
963," F","60"," S",1,1,1
964," F","70"," S",1,1,1
965," M","18","2",1,1,1
966," F","40"," S",1,1,1
967," F","30"," S",1,1,1
968," F","50"," S",1,1,1
969," M","40","2",1,1,1
970," M","18"," S",1,0,1
971," M","18"," S",1,1,1
972," F","40"," S",0,0,0
973," F","70"," S",1,1,1
974," M","50"," S",1,0,0
975," F","40"," S",1,1,1
976," M","40"," S",1,1,1
977," M","18"," S",1,1,1
978,NA,NA,NA,0,0,0
979," M","18"," S",1,1,1
980," F","50"," S",1,1,1
981," F","50"," S",1,1,1
982," M","18"," S",1,1,1
983," M","30"," S",1,1,1
984," M","18"," S",1,1,1
985," F","30"," S",1,1,1
986," M","30"," S",1,1,1
987," F","18"," S",1,1,1
988," F","40"," S",0,0,0
989," F","70","2",1,1,1
990," F","30"," S",1,1,0
991," F","60","2",0,NA,0
992," F","60"," S",1,1,1
993," M","70","2",1,1,1
994," M","50"," S",1,1,1
995," M","40"," S",1,1,1
996," M","18"," S",1,0,1
997," M","40"," S",0,0,0
998," M","18"," S",1,1,1
999," F","18"," S",1,1,1
1000," M","30"," S",1,1,1
1001," F","30"," S",0,0,0
1002," F","60"," S",1,1,1
1003," F","18"," S",1,1,1
1004," M","40"," S",1,1,1
1005," M","40"," S",1,1,1
1006," M","60"," S",1,1,1
1007," M","50"," S",0,NA,0
1008," M","30"," S",1,1,1
1009," F","40"," S",0,0,0
1010," M","30"," S",1,1,1
1011," M","40"," S",0,0,0
1012," M","30"," S",1,0,1
1013," F","70"," S",NA,NA,NA
1014," F","70"," S",1,1,1
1015," F","70","2",NA,NA,NA
1016," M","50","2",1,1,1
1017," M","18"," S",1,1,1
1018," F","30"," S",1,1,1
1019," F","50"," S",1,1,1
1020," M","60"," S",0,0,0
1021,NA,"50","2",1,1,1
1022," M","50"," S",1,1,1
1023," M","60"," S",1,1,1
1024," F","60"," S",0,0,0
1025," M","70"," S",0,NA,0
1026," F","60"," S",0,0,0
1027," F","70","1",0,0,0
1028," F","60"," S",0,0,0
1029," M","30"," S",1,1,1
1030," M","30"," S",0,NA,0
1031," M","18"," S",0,0,0
1032," F","70"," S",0,0,0
1033," M","18"," S",0,0,0
1034," M","18"," S",0,NA,0
1035," M","50"," S",1,0,0
1036," F","18"," S",1,1,1
1037," F","30"," S",1,1,1
1038," F","30"," S",1,0,1
1039," F","70"," S",1,1,1
1040," F","70"," S",1,0,0
1041," M","70"," S",0,0,0
1042," M","40"," S",1,0,0
1043," F","18"," S",0,0,0
1044,NA,"18"," S",0,0,0
1045," F","40"," S",1,1,1
1046," F","40"," S",0,0,0
1047," F","60","2",1,0,1
1048," M","30","2",1,1,1
1049," F","18"," S",1,1,1
1050," F","40"," S",1,1,1
1051," M","60"," S",1,1,1
1052," F","50"," S",NA,NA,NA
1053," M","50"," S",1,1,1
1054," M","30"," S",0,0,0
1055," M","18"," S",1,1,1
1056," F","60"," S",NA,NA,NA
1057," F","60","2",1,1,1
1058," F","18"," S",1,1,1
1059," F","50"," S",1,1,1
1060," M","40"," S",1,1,1
1061," M","40"," S",0,NA,0
1062," F","70"," S",1,1,1
1063," F","60","2",0,0,0
1064,NA,NA,NA,0,NA,0
1065," F","30"," S",1,1,1
1066," F","70","2",1,1,1
1067," F","60"," S",1,1,1
1068," F","70"," S",0,0,0
1069," F","40"," S",1,1,1
