"id","Gender","Age","Educ.lvl","WDP.Theil","WDP.Gini","WDP.Atkinson","k2all","k2strong","ext.right","ext.left"
618," M",4,3,1,1,1,1,1,0,1
619," M",5,3,1,1,1,1,1,0,0
620," F",5,3,1,1,1,0,0,0,0
621," F",6,3,1,1,1,0,0,0,1
622," F",6,2,NA,NA,NA,0,0,0,0
623," F",1,3,1,1,1,0,0,0,0
624," M",5,3,1,1,1,1,1,0,0
625," M",1,3,1,1,1,0,0,0,0
626," M",5,3,1,1,1,1,1,1,0
627," M",1,3,1,1,1,1,0,0,1
628," F",3,3,1,1,1,0,0,0,0
629," M",5,3,1,1,1,0,0,0,0
630," F",2,3,1,1,1,1,1,0,1
631," M",3,3,0,0,0,1,1,0,1
632," M",3,3,1,1,1,0,0,0,0
633," M",4,3,1,1,1,1,1,0,1
634," F",3,3,1,1,1,1,0,0,0
635," M",1,3,1,1,1,0,0,0,0
636," F",2,3,0,NA,0,0,0,0,0
637," M",2,3,1,1,1,0,0,0,0
638," M",1,3,1,1,1,0,0,0,1
639," F",1,3,1,1,1,1,1,0,1
640,NA,NA,NA,0,NA,0,0,0,0,0
641," F",5,3,1,1,1,1,1,0,0
642," F",2,3,1,1,1,0,0,0,0
643," F",1,3,1,1,1,0,0,0,0
644," F",1,3,1,1,1,0,0,0,1
645," M",3,3,0,0,0,1,1,0,0
646," F",3,3,1,1,1,0,0,0,0
647," M",2,3,1,1,1,1,1,0,0
648," M",2,3,0,0,0,1,1,0,1
649," M",2,3,1,1,1,1,1,0,0
650," F",4,3,1,1,1,0,0,0,1
651," M",4,3,1,1,1,1,0,0,0
652," M",1,3,1,1,1,1,0,0,1
653," F",1,3,1,0,1,0,0,0,0
654," M",6,3,1,0,1,1,0,0,0
655," F",5,3,1,1,1,1,1,0,0
656," F",4,3,1,1,1,1,1,0,0
657," M",3,3,1,1,1,1,1,0,0
658," M",3,3,1,1,1,1,1,0,1
659," F",5,1,NA,NA,NA,0,0,0,0
660," M",2,3,1,1,1,1,0,0,0
661," F",4,3,1,1,1,1,1,0,0
662," M",5,3,1,1,1,0,0,0,0
663," M",5,3,0,NA,0,0,0,0,1
664," F",6,3,1,0,1,0,0,0,0
665," M",5,3,1,1,1,0,0,0,1
666," M",4,2,1,1,1,0,0,0,1
667," F",1,3,1,1,1,1,0,0,0
668," F",4,3,0,NA,0,0,0,1,0
669," F",5,3,1,1,1,1,1,0,0
670," M",2,3,1,1,1,0,0,0,0
671," M",5,2,1,1,1,0,0,0,0
672," F",4,3,1,1,1,1,1,0,0
673," F",6,2,1,1,1,1,1,0,1
674," M",6,2,0,0,0,0,0,0,1
675," M",1,3,1,0,1,0,0,0,1
676," F",5,3,0,1,0,0,0,0,0
677," M",3,3,1,1,1,0,0,1,0
678," F",1,2,1,0,1,0,0,0,1
679," M",1,3,1,1,1,0,0,0,0
680," F",2,2,1,1,1,0,0,0,1
681," F",1,1,0,0,0,0,0,0,1
682," F",2,3,1,1,1,1,1,0,0
683," F",2,3,1,1,1,1,1,0,0
684," F",5,3,0,0,0,1,0,0,0
685," F",5,3,1,0,1,1,0,0,0
686," F",4,3,0,NA,0,0,0,0,1
687," F",6,3,0,NA,0,0,0,0,0
688,NA,NA,NA,0,0,0,0,0,0,0
689," M",4,3,0,0,0,1,1,1,0
690," M",1,NA,1,1,1,1,1,0,0
691," M",3,3,1,1,1,1,1,0,0
692," F",4,2,1,0,1,0,0,0,1
693," F",3,3,0,NA,0,0,0,0,0
694," M",1,3,1,0,0,0,0,0,0
695," M",6,3,0,0,0,0,0,0,0
696," F",4,3,1,1,1,0,0,0,0
697," M",6,3,0,0,0,0,0,0,0
698," F",1,3,0,NA,0,1,0,0,0
699," M",4,3,1,0,1,1,0,0,0
700," F",6,3,0,NA,0,0,0,0,0
701," F",6,3,1,1,1,0,0,0,0
702," F",4,3,1,1,1,1,1,0,0
703," M",1,3,1,1,1,1,0,0,1
704," F",1,3,1,1,1,0,0,0,1
705," F",6,3,1,1,1,0,0,0,0
706," M",3,3,1,1,1,1,1,0,0
707," F",5,2,1,1,1,1,1,0,0
708," F",6,3,1,1,1,1,1,0,0
709," M",5,3,0,0,0,0,0,0,1
710," F",5,3,1,1,1,1,1,0,0
711," F",3,3,0,0,0,0,0,0,0
712," F",6,3,1,1,1,1,1,0,0
713," M",2,3,0,0,0,1,1,1,0
714," F",4,3,0,0,0,0,0,0,0
715," M",2,3,1,1,1,1,1,0,1
716," F",2,3,1,1,1,0,0,0,0
717,NA,NA,NA,NA,NA,NA,0,0,0,0
718," M",1,3,1,1,1,1,1,0,1
719," F",6,3,1,0,0,1,1,0,0
720," F",2,3,0,NA,0,1,0,0,0
721," M",2,3,0,0,0,1,0,0,0
722,NA,NA,NA,1,0,1,0,0,0,0
723," M",3,3,0,0,0,0,0,0,0
724," M",2,3,1,0,0,1,1,0,0
725," F",6,3,1,1,1,1,0,0,0
726," M",5,3,1,1,1,0,0,0,0
727," F",6,2,0,0,0,0,0,0,0
728," F",NA,2,1,1,1,0,0,0,1
729," F",5,3,0,0,0,0,0,0,1
730," M",3,3,1,1,1,0,0,0,0
731," F",6,3,0,NA,0,0,0,0,0
732," F",1,3,1,1,1,0,0,0,1
733," F",3,3,1,1,1,1,1,0,0
734," M",3,3,1,1,1,0,0,0,0
735," F",5,3,1,1,1,0,0,0,0
736," F",1,3,1,1,1,0,0,0,0
737," F",4,3,1,0,1,1,1,0,0
738," M",NA,3,1,1,1,1,1,0,0
739," F",6,3,1,1,1,1,1,0,1
740," M",3,3,1,1,1,0,0,0,0
741," F",1,2,1,1,1,0,0,0,0
742," F",2,3,1,1,1,0,0,0,1
743," F",6,3,0,NA,0,0,0,0,0
744," M",5,3,1,1,1,1,1,0,1
745," F",1,3,0,0,0,0,0,0,1
746," F",5,3,1,1,1,0,0,0,0
747," M",6,3,1,1,1,0,0,0,0
748," F",2,3,1,1,1,1,1,0,0
749," F",2,3,1,1,1,0,0,0,0
750," M",5,3,1,1,1,1,1,0,1
751," M",4,2,0,0,0,1,0,0,0
752," M",NA,3,1,1,1,1,0,0,0
753," M",4,3,0,NA,0,0,0,0,0
754," M",4,3,1,1,1,1,0,0,1
755," F",6,3,0,0,0,0,0,0,0
756," M",2,3,1,0,1,0,0,0,1
757," F",1,3,1,1,1,0,0,0,1
758," M",2,2,1,1,1,1,1,0,1
759," F",5,3,1,0,1,0,0,0,0
760," F",4,3,0,0,0,0,0,0,0
761," M",2,3,1,1,1,0,0,0,1
762," F",4,2,0,0,0,0,0,0,0
763,NA,NA,NA,1,1,1,1,1,0,0
764," F",4,3,0,0,0,1,1,0,0
765," F",4,3,1,1,1,0,0,0,1
766," M",5,NA,1,1,1,0,0,0,0
767," M",5,3,1,1,1,0,0,0,1
768," M",2,3,0,0,0,1,0,0,0
769," F",2,3,0,0,0,0,0,0,0
770," F",4,2,1,1,1,0,0,0,0
771," F",3,3,1,1,1,0,0,0,0
772," F",2,3,1,1,1,1,1,0,0
773," M",2,3,1,1,1,0,0,0,1
774," F",4,3,1,1,1,1,1,0,1
775," F",6,3,0,NA,0,0,0,0,0
776," M",2,3,1,1,1,1,1,0,0
777," F",5,3,1,1,1,1,1,0,0
778," F",4,2,1,1,1,1,0,0,1
779," F",6,3,1,0,1,1,0,0,0
780," M",5,3,1,1,1,0,0,0,1
781," M",5,3,1,1,1,0,0,0,0
782," F",1,3,0,1,0,0,0,0,0
783," F",2,3,1,1,1,1,1,0,0
784," M",3,3,1,1,1,0,0,0,1
785," M",4,3,1,1,1,0,0,0,0
786," M",2,3,1,0,1,1,1,0,1
787," M",2,3,1,1,1,0,0,0,0
788," F",1,3,1,1,1,1,1,0,0
789,NA,5,NA,NA,NA,NA,0,0,0,0
790," F",4,3,1,1,1,1,1,0,0
791," F",1,1,1,1,1,1,1,0,0
792," M",5,2,1,1,1,0,0,0,0
793," M",3,3,1,1,1,0,0,0,0
794," F",4,2,0,NA,0,0,0,0,0
795," F",5,3,0,0,0,0,0,0,0
796," M",1,3,1,1,1,0,0,0,1
797," F",3,3,1,1,1,1,1,0,0
798," M",1,3,1,1,1,1,0,0,0
799," M",3,2,1,0,1,1,1,0,1
800," F",6,3,0,1,0,0,0,0,0
801," M",4,2,1,1,1,1,1,0,1
802," F",2,3,1,0,1,0,0,0,0
803," F",2,3,1,1,1,0,0,0,0
804," F",3,3,1,1,1,1,1,0,0
805," M",1,3,0,0,0,0,0,0,0
806," M",2,3,1,0,0,1,1,0,0
807," F",5,3,0,0,0,1,0,0,1
808," F",2,3,1,1,1,0,0,0,0
809," F",3,3,1,1,1,1,1,0,0
810," F",6,1,1,1,1,0,0,1,0
811," F",4,3,1,1,1,1,0,0,1
812," M",6,3,0,NA,0,0,0,0,0
813," F",4,3,1,1,1,1,0,0,1
814," M",3,3,0,0,0,0,0,0,0
815," F",3,3,1,1,1,1,1,0,0
816," F",5,1,1,1,1,0,0,0,0
817," M",3,3,1,1,1,1,1,0,0
818," F",2,3,0,0,0,0,0,0,1
819," M",2,3,1,1,1,0,0,0,1
820," F",2,3,1,0,1,1,1,0,0
821," M",2,3,1,1,1,0,0,0,1
822," F",1,2,1,0,0,0,0,0,1
823," F",5,3,1,0,1,1,1,0,0
824," M",2,3,1,1,1,1,1,0,0
825," F",5,3,0,0,0,0,0,0,0
826," F",2,3,1,1,1,1,1,0,0
827," F",3,3,1,1,1,1,0,0,0
828," M",2,3,1,0,0,1,0,0,0
829," M",4,3,1,1,1,0,0,0,0
830," M",2,3,1,1,1,0,0,0,1
831," F",5,3,1,1,1,0,0,0,0
832," F",3,3,1,1,1,1,1,0,1
833," F",1,3,0,NA,0,0,0,0,0
834," M",2,3,1,1,1,0,0,0,0
835," F",6,3,0,0,0,1,0,0,0
836," F",6,3,1,1,1,1,1,0,0
837," M",2,3,0,0,0,0,0,0,0
838," M",1,3,0,0,0,0,0,0,1
839," F",5,3,1,0,1,1,1,0,0
840," F",2,3,1,1,1,0,0,0,1
841," M",3,3,1,1,1,0,0,0,1
842," M",3,3,1,1,1,0,0,0,1
843," F",4,3,1,1,1,1,0,0,0
844," M",6,3,NA,NA,NA,0,0,0,0
845," F",3,3,1,1,1,1,1,0,0
846," M",2,3,1,1,1,0,0,0,1
847," M",2,3,1,1,1,1,0,0,1
848," F",1,3,0,NA,0,0,0,0,0
849," M",4,3,0,0,0,0,0,0,0
850," M",1,3,1,1,1,1,0,0,0
851," M",4,3,0,1,0,0,0,0,0
852," F",1,3,1,1,1,1,1,0,1
853," M",4,3,1,1,1,1,1,0,0
854," F",3,3,1,0,1,0,0,0,1
855," M",5,3,1,0,1,0,0,0,0
856," M",6,3,0,0,0,0,0,0,0
857," M",2,3,1,1,1,0,0,0,0
858," F",1,3,1,1,1,0,0,0,0
859," F",4,3,1,1,1,0,0,0,0
860,NA,4,2,1,1,1,0,0,0,1
861," F",5,3,1,1,1,0,0,0,1
862," F",1,3,1,1,1,0,0,0,0
863," M",1,3,1,1,1,0,0,0,0
864," M",3,3,1,1,1,0,0,0,0
865," M",2,3,0,NA,0,0,0,0,0
866," M",5,3,1,1,1,0,0,0,1
867," F",5,3,0,0,0,0,0,0,1
868," F",4,3,1,1,1,1,1,0,0
869," F",1,3,0,0,0,0,0,0,0
870," F",2,3,1,1,1,0,0,0,1
871," M",3,1,1,1,1,1,1,0,0
872," M",1,3,1,1,1,1,1,0,1
873," F",4,3,1,0,1,1,0,0,0
874," F",1,3,1,1,1,1,0,0,1
875," F",4,3,1,0,1,0,0,0,0
876," F",3,3,1,1,1,1,1,0,1
877," M",1,2,1,1,1,0,0,0,0
878," F",6,3,1,1,1,1,1,0,0
879," M",4,3,1,1,1,1,0,0,0
880," M",5,3,0,0,0,1,1,0,0
881," M",3,3,1,1,1,0,0,0,1
882," M",6,3,1,1,1,0,0,0,0
883," F",2,3,0,NA,0,0,0,0,0
884," F",2,3,1,1,1,0,0,0,0
885," F",3,3,0,0,0,0,0,0,0
886," F",2,3,0,0,0,0,0,0,0
887," M",1,3,1,1,1,0,0,0,1
888," F",2,3,0,0,0,1,1,0,0
889,NA,5,2,1,0,1,1,0,0,0
890," M",3,3,1,1,1,0,0,0,1
891," F",2,3,1,1,1,0,0,1,0
892," F",1,3,1,1,1,1,1,0,0
893," M",5,3,1,0,1,0,0,0,0
894," M",3,3,1,1,1,1,1,0,0
895," M",6,3,0,0,0,0,0,0,0
896," F",6,3,1,0,1,1,0,0,0
897," M",2,3,1,1,1,1,1,0,0
898," M",6,3,1,1,1,0,0,1,0
899," F",4,3,1,1,1,1,1,0,0
900," M",4,3,1,1,1,1,1,0,0
901," F",2,3,1,1,1,1,0,0,0
902," F",3,3,0,0,0,0,0,0,1
903," F",2,3,1,1,1,0,0,0,1
904," F",5,3,1,1,1,1,1,0,1
905," M",1,3,1,0,1,0,0,0,0
906," M",3,3,1,1,1,1,0,0,0
907," M",6,3,1,1,1,0,0,0,0
908," M",5,3,0,NA,0,0,0,0,0
909," M",1,3,1,0,1,0,0,0,0
910," M",3,3,1,1,1,0,0,0,1
911," M",6,2,0,NA,0,0,0,1,0
912," F",5,2,1,1,1,0,0,1,0
913," M",2,3,0,0,0,1,1,0,0
914," F",3,3,1,1,1,0,0,0,1
915," M",1,3,1,1,1,1,1,0,0
916," F",5,3,1,1,1,1,0,0,0
917," F",4,2,1,0,1,0,0,0,0
918," F",1,3,0,0,0,1,0,0,0
919," M",6,3,1,1,1,1,1,0,0
920," F",4,3,1,1,1,0,0,0,1
921," F",1,3,0,0,0,1,1,0,1
922," M",1,3,0,0,0,0,0,0,0
923," F",5,3,1,1,1,1,1,0,0
924," M",1,3,1,1,1,0,0,1,0
925," M",1,3,1,1,1,1,1,0,0
926," M",1,3,1,1,1,0,0,0,1
927," M",2,3,1,1,1,0,0,0,1
928," F",1,3,1,0,1,0,0,0,1
929," M",1,3,1,0,0,0,0,0,1
930," F",2,3,0,0,0,0,0,0,0
931," M",1,3,1,0,1,0,0,0,0
932," F",2,3,1,1,1,1,1,0,0
933," F",2,3,1,0,1,0,0,0,1
934," F",2,3,1,1,1,0,0,0,0
935," F",1,3,0,NA,0,0,0,0,0
936," M",1,3,1,1,1,0,0,0,0
937," F",2,3,0,0,0,0,0,0,0
938," F",1,3,0,0,0,0,0,0,1
939," F",4,3,0,0,0,0,0,0,1
940," M",6,3,1,1,1,0,0,1,0
941," F",2,3,1,1,1,0,0,0,0
942," M",5,3,1,1,1,0,0,0,0
943," M",1,3,0,0,0,0,0,0,0
944," M",3,3,1,1,1,1,1,0,1
945," M",2,3,1,1,1,1,0,0,0
946," M",5,3,1,0,1,1,0,0,1
947," M",1,3,0,NA,0,0,0,0,1
948," F",1,3,1,1,1,0,0,0,1
949," F",2,3,1,1,1,1,1,0,0
950," F",2,3,1,1,1,0,0,0,0
951," M",6,3,1,1,1,0,0,0,0
952," M",3,3,1,1,1,1,1,0,0
953," M",3,3,1,1,1,1,1,0,0
954," F",3,3,1,1,1,1,1,0,0
955," M",1,3,1,1,1,1,0,0,1
956," F",1,3,1,1,1,0,0,0,1
957," M",3,3,1,1,1,0,0,0,0
958," M",2,3,1,1,1,1,1,0,0
959," F",3,NA,0,0,0,0,0,0,1
960," M",1,3,1,1,1,0,0,0,0
961,NA,1,3,1,0,1,1,1,0,1
962," M",4,3,1,1,1,1,1,0,1
963," F",5,3,1,1,1,1,1,0,0
964," F",6,3,1,1,1,0,0,1,0
965," M",1,2,1,1,1,0,0,0,1
966," F",3,3,1,1,1,0,0,0,0
967," F",2,3,1,1,1,1,1,0,0
968," F",4,3,1,1,1,0,0,0,0
969," M",3,2,1,1,1,0,0,1,0
970," M",1,3,1,0,1,1,0,0,0
971," M",1,3,1,1,1,0,0,0,1
972," F",3,3,0,0,0,1,1,0,1
973," F",6,3,1,1,1,0,0,0,0
974," M",4,3,1,0,0,0,0,0,0
975," F",3,3,1,1,1,0,0,0,0
976," M",3,3,1,1,1,1,1,0,1
977," M",1,3,1,1,1,0,0,0,0
978,NA,NA,NA,0,0,0,0,0,0,0
979," M",1,3,1,1,1,0,0,0,0
980," F",4,3,1,1,1,1,1,0,0
981," F",4,3,1,1,1,1,1,0,0
982," M",1,3,1,1,1,0,0,0,0
983," M",2,3,1,1,1,0,0,0,1
984," M",1,3,1,1,1,0,0,0,0
985," F",2,3,1,1,1,0,0,0,0
986," M",2,3,1,1,1,1,1,0,0
987," F",1,3,1,1,1,0,0,0,0
988," F",3,3,0,0,0,0,0,0,1
989," F",6,2,1,1,1,0,0,1,0
990," F",2,3,1,1,0,0,0,0,0
991," F",5,2,0,NA,0,0,0,1,0
992," F",5,3,1,1,1,0,0,0,1
993," M",6,2,1,1,1,1,1,0,0
994," M",4,3,1,1,1,0,0,0,0
995," M",3,3,1,1,1,0,0,0,0
996," M",1,3,1,0,1,0,0,0,1
997," M",3,3,0,0,0,1,1,0,0
998," M",1,3,1,1,1,0,0,0,0
999," F",1,3,1,1,1,0,0,0,1
1000," M",2,3,1,1,1,1,1,0,0
1001," F",2,3,0,0,0,0,0,0,1
1002," F",5,3,1,1,1,0,0,0,0
1003," F",1,3,1,1,1,0,0,0,0
1004," M",3,3,1,1,1,0,0,1,0
1005," M",3,3,1,1,1,1,1,0,0
1006," M",5,3,1,1,1,0,0,0,0
1007," M",4,3,0,NA,0,0,0,0,0
1008," M",2,3,1,1,1,1,1,0,0
1009," F",3,3,0,0,0,0,0,0,1
1010," M",2,3,1,1,1,0,0,0,0
1011," M",3,3,0,0,0,1,1,0,0
1012," M",2,3,1,0,1,0,0,0,1
1013," F",6,3,NA,NA,NA,0,0,0,0
1014," F",6,3,1,1,1,1,1,0,0
1015," F",6,2,NA,NA,NA,0,0,0,0
1016," M",4,2,1,1,1,1,1,0,0
1017," M",1,3,1,1,1,1,0,0,1
1018," F",2,3,1,1,1,1,1,0,0
1019," F",4,3,1,1,1,1,1,0,0
1020," M",5,3,0,0,0,1,1,0,0
1021,NA,4,2,1,1,1,1,1,1,0
1022," M",4,3,1,1,1,0,0,0,0
1023," M",5,3,1,1,1,1,1,0,0
1024," F",5,3,0,0,0,1,1,0,0
1025," M",6,3,0,NA,0,0,0,0,0
1026," F",5,3,0,0,0,0,0,0,0
1027," F",6,1,0,0,0,1,1,0,1
1028," F",5,3,0,0,0,1,0,0,0
1029," M",2,3,1,1,1,0,0,0,1
1030," M",2,3,0,NA,0,0,0,0,0
1031," M",1,3,0,0,0,1,1,0,0
1032," F",6,3,0,0,0,0,0,0,0
1033," M",1,3,0,0,0,1,0,0,1
1034," M",1,3,0,NA,0,0,0,0,0
1035," M",4,3,1,0,0,0,0,0,0
1036," F",1,3,1,1,1,1,1,0,1
1037," F",2,3,1,1,1,1,0,0,0
1038," F",2,3,1,0,1,1,1,0,0
1039," F",6,3,1,1,1,0,0,0,0
1040," F",6,3,1,0,0,0,0,0,0
1041," M",6,3,0,0,0,1,0,0,1
1042," M",3,3,1,0,0,1,0,0,0
1043," F",1,3,0,0,0,1,0,0,0
1044,NA,1,3,0,0,0,0,0,0,0
1045," F",3,3,1,1,1,0,0,0,0
1046," F",3,3,0,0,0,0,0,0,0
1047," F",5,2,1,0,1,0,0,0,0
1048," M",2,2,1,1,1,1,0,1,0
1049," F",1,3,1,1,1,0,0,0,0
1050," F",3,3,1,1,1,0,0,0,1
1051," M",5,3,1,1,1,1,0,0,1
1052," F",4,3,NA,NA,NA,0,0,0,0
1053," M",4,3,1,1,1,0,0,0,0
1054," M",2,3,0,0,0,0,0,0,1
1055," M",1,3,1,1,1,0,0,0,1
1056," F",5,3,NA,NA,NA,0,0,1,0
1057," F",5,2,1,1,1,0,0,0,0
1058," F",1,3,1,1,1,1,1,0,0
1059," F",4,3,1,1,1,0,0,0,1
1060," M",3,3,1,1,1,0,0,0,0
1061," M",3,3,0,NA,0,1,0,0,0
1062," F",6,3,1,1,1,0,0,0,0
1063," F",5,2,0,0,0,0,0,0,0
1064,NA,NA,NA,0,NA,0,0,0,0,0
1065," F",2,3,1,1,1,0,0,0,0
1066," F",6,2,1,1,1,1,0,1,0
1067," F",5,3,1,1,1,1,1,0,0
1068," F",6,3,0,0,0,0,0,0,0
1069," F",3,3,1,1,1,0,0,0,0
