"id","avg.match","optk2","phi.value","AGE","GENDER","EDUC","WORK","Educ.lvl"
191,0.454545454545455,"k=2+",-0.04,"40"," M"," S"," PUB",3
192,0.636363636363636,"k=2+",0.43,"18"," M"," S"," ETU",3
193,0.545454545454545,"k=2",0.38,"18"," M"," S"," PUB",3
194,1,"k=2",1,"40"," M"," S"," PUB",3
196,0.818181818181818,"k=2+",0.67,"50"," M"," S"," PRI",3
197,1,"k=2",1,"30"," M"," S"," PUB",3
198,0.545454545454545,"k=2+",0.38,"18"," M"," S"," PUB",3
200,0.909090909090909,"k=2+",0.77,"18"," M","2"," CHO",2
201,1,"k=2",1,"18"," M"," S"," ETU",3
202,0.545454545454545,"k=2+",0.36,"18"," F"," S"," ETU",3
205,1,"k=2",1,"18"," M"," S"," ETU",3
206,0.454545454545455,"k=2+",0.29,"18"," F"," S"," ETU",3
207,0.727272727272727,"k=2",0.56,"30"," M"," S"," PRI",3
208,0.545454545454545,"k=2+",0.38,"18"," M"," S"," ETU",3
209,0.909090909090909,"k=2",0.77,"70"," M"," S"," RET",3
210,0.545454545454545,"k=2",0.29,"18"," F"," S"," ETU",3
211,0.727272727272727,"k=2",0.56,"40"," M"," S"," PUB",3
212,0.909090909090909,"k=2+",0.77,"40"," F"," S"," PUB",3
214,0.818181818181818,"k=2",0.67,"18"," F"," S"," ETU",3
215,1,"k=2",1,"18"," M"," S"," ETU",3
216,0.545454545454545,"k=2",0.38,"40"," M"," S"," ART",3
217,0.454545454545455,"k=2+",0.29,"40"," F","2"," PRI",2
219,0.818181818181818,"k=2+",0.67,"30"," M","2"," PUB",2
220,1,"k=2",1,NA,NA,NA,NA,NA
221,0.727272727272727,"k=2",0.52,"50"," F"," S"," PRI",3
222,1,"k=2",1,"40"," M"," S"," PRI",3
223,0.727272727272727,"k=2",0.42,"60"," M"," S"," PUB",3
224,1,"k=2",1,"40"," M"," S"," ART",3
228,0.909090909090909,"k=2",0.67,NA,NA,NA,NA,NA
229,0.727272727272727,"k=2+",0.39,"30"," M",NA," PRI",NA
230,1,"k=2",1,"50"," M"," S"," PUB",3
231,0.545454545454545,"k=2+",0.38,"18"," F"," S"," ETU",3
234,0.909090909090909,"k=2",0.81,"18",NA,NA," PRI",NA
236,1,"k=2+",1,"18"," F","2"," AUT",2
237,0.818181818181818,"k=2",0.69,"50"," F"," S"," PUB",3
238,1,"k=2",1,"50"," M"," S"," ART",3
242,0.636363636363636,"k=2+",0.46,"30"," M","2"," PRI",2
243,0.909090909090909,"k=2",0.67,"70"," F"," S"," PUB",3
244,0.818181818181818,"k=2",0.52,"30"," F"," S"," ART",3
245,0.818181818181818,"k=2+",0.61,"50"," M"," S"," PRI",3
246,0.818181818181818,"k=2+",0.69,"18"," F"," S"," PUB",3
247,1,"k=2",1,"50"," F"," S"," PUB",3
249,0.181818181818182,"k=2",-0.52,"40"," F"," S"," ART",3
250,0.909090909090909,"k=2+",0.81,"50"," F"," S"," PUB",3
251,0.909090909090909,"k=2",0.81,"18"," F"," S"," ETU",3
252,1,"k=2+",1,"40"," F"," S"," PUB",3
254,0.454545454545455,"k=2+",0.29,"40"," M"," S"," ART",3
255,0.818181818181818,"k=2+",0.69,"18"," M"," S"," ETU",3
256,0.636363636363636,"k=2",0.46,"30"," M","2"," ART",2
257,0.909090909090909,"k=2+",0.83,"60"," M"," S"," AUT",3
259,0.454545454545455,"k=2+",0.24,"70"," F"," S"," RET",3
261,1,"k=2",1,"50"," M"," S"," ART",3
262,0.636363636363636,"k=2",NA,"60"," F"," S"," RET",3
264,0.909090909090909,"k=2",0.83,"50"," M"," S"," PUB",3
267,0.818181818181818,"k=2",0.52,"30"," M"," S"," PRI",3
269,0.909090909090909,"k=2",0.81,"40"," F"," S"," PRI",3
270,1,"k=2",1,"30"," M"," S"," AUT",3
271,0.818181818181818,"k=2+",0.62,"40"," F"," S"," PUB",3
272,0.909090909090909,"k=2",0.77,"40"," F"," S"," PRI",3
273,0.727272727272727,"k=2+",0.56,"18"," F"," S"," ETU",3
274,1,"k=2",1,"30"," M"," S"," PRI",3
275,0.818181818181818,"k=2+",0.62,"40"," F","2"," PRI",2
276,0.727272727272727,"k=2",0.42,"70"," F"," S"," RET",3
277,0.818181818181818,"k=2",0.62,"40"," F"," S"," PRI",3
278,0.636363636363636,"k=2",NA,"50"," M"," S"," PRI",3
279,0.636363636363636,"k=2+",0.43,"18"," F"," S"," ART",3
280,0.545454545454545,"k=2+",0.29,"18"," M"," S"," ETU",3
281,0.727272727272727,"k=2",0.52,"40"," M"," S"," ART",3
283,0.545454545454545,"k=2",0.36,"18"," M"," S"," ETU",3
285,0.909090909090909,"k=2",0.81,"60"," F"," S"," PUB",3
286,1,"k=2+",1,"40"," F"," S"," PRI",3
288,1,"k=2",1,"70"," F"," S"," PRI",3
289,0.818181818181818,"k=2+",0.62,"70"," F"," S"," RET",3
290,0.909090909090909,"k=2",0.77,"50"," M"," S"," PRI",3
292,0.727272727272727,"k=2",0.56,"40"," F"," S"," PRI",3
293,0.818181818181818,"k=2",0.67,"60"," F"," S"," RET",3
296,0.545454545454545,"k=2+",0.38,"18"," F"," S"," ETU",3
298,0.727272727272727,"k=2",0.56,"30"," M"," S"," PRI",3
299,0.636363636363636,"k=2+",0.46,"60"," M"," S"," RET",3
300,1,"k=2",1,"40"," F"," S"," CHO",3
301,0.818181818181818,"k=2",0.62,"30"," F"," S"," PRI",3
303,0.818181818181818,"k=2",0.67,"60"," F"," S"," RET",3
304,0.818181818181818,"k=2",0.67,"30"," M"," S"," PRI",3
305,0.545454545454545,"k=2+",0.36,"18"," F"," S"," ETU",3
307,1,"k=2+",1,"18"," M"," S"," ETU",3
313,1,"k=2",1,"18"," M"," S"," CHO",3
315,1,"k=2",1,"50"," F"," S"," AUT",3
316,1,"k=2",1,"40"," M"," S"," ART",3
318,0.909090909090909,"k=2+",0.81,"60"," F"," S"," CHO",3
319,0.818181818181818,"k=2+",0.69,"50"," F"," S"," PRI",3
322,1,"k=2",1,"30"," M"," S"," PUB",3
323,1,"k=2+",1,"30"," M","2"," PRI",2
324,0.636363636363636,"k=2+",0.43,"60"," M"," S"," PUB",3
326,0.636363636363636,"k=2+",0.43,"40"," F"," S"," PRI",3
327,1,"k=2+",1,"18"," F","2"," ETU",2
328,0.818181818181818,"k=2+",0.67,"50"," F",NA," PRI",NA
330,0.636363636363636,"k=2",0.35,"50"," F"," S"," PUB",3
331,0.909090909090909,"k=2",0.67,"50"," M","2"," ART",2
332,0.636363636363636,"k=2",0.43,"30"," F","2"," PRI",2
334,0.545454545454545,"k=2+",0.36,"18"," M"," S"," AUT",3
336,0.545454545454545,"k=2+",0.36,"18"," F"," S"," ETU",3
338,1,"k=2",1,"60"," F"," S"," RET",3
339,0.909090909090909,"k=2",0.77,"40"," F"," S"," PUB",3
340,0.909090909090909,"k=2",0.67,"60"," M"," S"," PUB",3
343,0.636363636363636,"k=2",0.43,"30"," M","2"," PRI",2
344,1,"k=2",1,"18"," F"," S"," PRI",3
345,0.454545454545455,"k=2+",0.29,"60"," F"," S"," RET",3
346,0.909090909090909,"k=2",0.83,"50"," F","2"," CHO",2
347,0.636363636363636,"k=2+",0.46,NA,NA,NA,NA,NA
350,0.818181818181818,"k=2",0.67,"40"," M"," S"," PRI",3
351,0.818181818181818,"k=2",0.62,"60"," M"," S"," PUB",3
352,0.636363636363636,"k=2+",0.46,"40"," M"," S"," PRI",3
353,0.636363636363636,"k=2",0.46,"18"," M","2"," PUB",2
354,1,"k=2+",1,"40"," F"," S"," PUB",3
355,0.454545454545455,"k=2",0.29,"40"," F"," S"," ART",3
356,1,"k=2+",1,"40"," M"," S"," ART",3
357,0.909090909090909,"k=2",0.81,"40"," F"," S"," PUB",3
358,0.909090909090909,"k=2+",0.81,"40"," M"," S"," PRI",3
360,0.545454545454545,"k=2",0.29,"18"," F"," S"," PRI",3
361,0.545454545454545,"k=2",0.36,"50"," M"," S"," PRI",3
362,0.909090909090909,"k=2",0.77,"40"," F"," S"," PUB",3
363,0.818181818181818,"k=2+",0.67,"18"," M"," S"," PRI",3
364,0.727272727272727,"k=2",0.52,"30"," F"," S"," PUB",3
366,0.545454545454545,"k=2+",0.36,"18"," F"," S"," PRI",3
369,1,"k=2",1,"60"," M"," S"," ART",3
372,0.727272727272727,"k=2",0.56,"30"," M"," S"," PRI",3
373,0.636363636363636,"k=2+",0.43,"30"," F"," S"," PUB",3
374,0.909090909090909,"k=2",0.77,"30"," F"," S"," PUB",3
375,1,"k=2",1,"50"," M"," S"," PRI",3
377,1,"k=2+",1,"18"," F"," S"," ETU",3
378,0.727272727272727,"k=2+",0.56,"30"," F"," S"," PUB",3
381,0.909090909090909,"k=2",0.67,"70"," F"," S"," RET",3
382,0.818181818181818,"k=2+",0.67,"30"," M"," S"," PUB",3
383,0.818181818181818,"k=2+",0.62,"50"," F"," S"," PUB",3
384,0.909090909090909,"k=2+",0.77,"30"," F"," S"," ETU",3
386,0.727272727272727,"k=2+",0.42,"40"," M"," S"," PRI",3
387,0.909090909090909,"k=2",0.67,"50"," F"," S"," PUB",3
389,0.545454545454545,"k=2",0.36,"18"," F"," S"," CHO",3
390,0.545454545454545,"k=2",0.29,"40"," F"," S"," PUB",3
391,1,"k=2+",1,"60",NA,NA,NA,NA
394,1,"k=2+",1,"40"," F"," S"," PRI",3
395,0.818181818181818,"k=2",0.52,"60"," F","2"," RET",2
396,0.727272727272727,"k=2+",0.56,"18"," M"," S"," ETU",3
397,0.818181818181818,"k=2",0.67,"30"," M"," S"," ART",3
398,0.909090909090909,"k=2",0.67,"40"," M"," S"," PRI",3
399,1,"k=2+",1,"30"," M"," S"," PRI",3
400,1,"k=2",1,"18"," M"," S"," PUB",3
402,0.909090909090909,"k=2",0.77,"18"," M"," S"," ETU",3
403,0.909090909090909,"k=2+",0.83,"18"," M"," S"," PUB",3
404,0.727272727272727,"k=2",0.56,"70"," F"," S"," RET",3
405,0.818181818181818,"k=2",0.62,"18"," M"," S"," ART",3
406,0.909090909090909,"k=2+",0.81,"40"," F"," S"," AUT",3
407,0.545454545454545,"k=2+",0.36,"18"," F"," S"," PUB",3
411,0.727272727272727,"k=2",0.52,"60"," F"," S"," ART",3
412,0.909090909090909,"k=2",0.83,"18"," F"," S"," ETU",3
413,0.636363636363636,"k=2+",0.46,"70"," F"," S"," RET",3
414,1,"k=2",1,"60"," F"," S"," RET",3
415,0.727272727272727,"k=2",0.52,"30"," F"," S"," PUB",3
417,1,"k=2",1,"70"," M"," S"," RET",3
419,1,"k=2",1,"50"," F"," S"," PUB",3
420,0.818181818181818,"k=2+",0.62,"18"," M"," S"," CHO",3
421,1,"k=2",1,"50"," F"," S"," PUB",3
423,1,"k=2+",1,"40"," M"," S"," ART",3
425,0.727272727272727,"k=2",0.56,"30"," M"," S"," PUB",3
426,0.909090909090909,"k=2",0.67,"70"," M"," S"," RET",3
427,1,"k=2",1,"40"," M"," S"," ART",3
428,0.909090909090909,"k=2",0.83,"60"," M"," S"," RET",3
429,0.818181818181818,"k=2",0.52,"50"," F"," S"," ART",3
430,0.454545454545455,"k=2+",0.29,"50"," F"," S"," PRI",3
432,1,"k=2",1,"40"," M"," S"," PUB",3
433,1,"k=2",1,"30"," M"," S"," CHO",3
435,0.727272727272727,"k=2+",0.52,"30"," F"," S"," PUB",3
436,0.909090909090909,"k=2",0.77,"30"," M"," S"," PRI",3
437,1,"k=2",1,"50"," F"," S"," PUB",3
438,1,"k=2",1,"60"," F"," S"," RET",3
439,0.909090909090909,"k=2",0.81,"60"," F"," S"," RET",3
440,0.909090909090909,"k=2",0.67,"60"," M"," S"," RET",3
441,0.727272727272727,"k=2",0.42,"30"," F"," S"," PUB",3
443,1,"k=2",1,"40"," F"," S"," PUB",3
444,0.909090909090909,"k=2",0.81,"50"," M"," S"," PUB",3
445,1,"k=2",1,"60"," F","2"," RET",2
450,0.818181818181818,"k=2",0.52,"30"," F","2"," PUB",2
453,0.636363636363636,"k=2",0.43,"60"," F"," S"," RET",3
455,1,"k=2",1,"50"," F"," S"," PRI",3
456,0.909090909090909,"k=2",0.67,"70"," F"," S"," RET",3
457,0.909090909090909,"k=2+",0.83,"40"," F"," S"," PUB",3
458,0.818181818181818,"k=2",0.62,"18"," M"," S"," ETU",3
459,1,"k=2",1,"40"," M"," S"," PRI",3
460,0.545454545454545,"k=2+",0.38,"70"," F"," S"," PUB",3
462,0.909090909090909,"k=2",0.67,"70"," M"," S"," RET",3
463,0.909090909090909,"k=2",0.77,"70"," M"," S"," RET",3
464,1,"k=2+",1,"40"," F"," S"," PRI",3
465,1,"k=2",1,"50"," M"," S"," ART",3
466,0.727272727272727,"k=2",0.56,"30"," F"," S"," PUB",3
467,1,"k=2",1,"30"," M"," S"," PUB",3
469,0.909090909090909,"k=2",0.77,"50"," M"," S"," PRI",3
471,0.909090909090909,"k=2+",0.77,"60"," F"," S"," RET",3
472,0.727272727272727,"k=2",0.52,"70"," M"," S"," RET",3
473,0.454545454545455,"k=2+",0.29,"70"," M"," S"," RET",3
476,0.727272727272727,"k=2",0.56,"30"," F"," S"," PUB",3
477,0.818181818181818,"k=2",0.62,"50"," M"," S"," PUB",3
478,1,"k=2",1,"70"," M"," S"," RET",3
479,0.909090909090909,"k=2",0.67,"70"," M","2"," RET",2
480,0.636363636363636,"k=2+",0.43,"30"," F"," S"," PRI",3
481,0.454545454545455,"k=2",0.29,"18"," M"," S"," PRI",3
482,1,"k=2",1,"18"," F"," S"," ETU",3
484,1,"k=2",1,"40"," F"," S"," PUB",3
486,0.454545454545455,"k=2",0.29,"30"," M"," S"," ART",3
487,0.818181818181818,"k=2",0.69,"60"," F"," S"," PUB",3
488,0.909090909090909,"k=2",0.77,"50"," F"," S"," ART",3
489,0.909090909090909,"k=2+",0.83,"40"," M"," S"," PUB",3
490,1,"k=2",1,"60"," M"," S"," PRI",3
492,0.545454545454545,"k=2",0.36,"18"," M"," S"," PRI",3
494,0.545454545454545,"k=2+",0.38,"50"," M"," S"," PRI",3
495,1,"k=2",1,"50"," F","2"," PUB",2
496,0.909090909090909,"k=2",0.81,"60"," F"," S"," RET",3
498,0.727272727272727,"k=2",0.52,"70"," M"," S"," RET",3
499,0.909090909090909,"k=2",0.77,"30"," M"," S"," PUB",3
500,1,"k=2+",1,"18"," F"," S"," PRI",3
501,0.727272727272727,"k=2+",0.57,"60"," M"," S"," PRI",3
503,0.727272727272727,"k=2",0.52,"70"," M"," S"," RET",3
505,0.818181818181818,"k=2",0.62,"18"," M"," S"," ETU",3
508,0.454545454545455,"k=2+",0.29,"18"," F","2"," ETU",2
509,1,"k=2",1,"18"," M"," S"," ETU",3
510,0.909090909090909,"k=2+",0.81,"18"," M"," S"," ETU",3
511,0.818181818181818,"k=2+",0.52,"70"," F"," S"," RET",3
512,0.818181818181818,"k=2",0.67,"18"," F"," S"," PRI",3
513,0.818181818181818,"k=2",0.67,"50"," M"," S"," ART",3
515,0.727272727272727,"k=2",0.56,"18"," M"," S"," PRI",3
517,0.909090909090909,"k=2",0.77,"30"," M"," S"," PRI",3
518,0.636363636363636,"k=2+",0.43,"60"," F"," S"," RET",3
519,0.818181818181818,"k=2",0.67,"30"," M"," S"," PRI",3
520,0.818181818181818,"k=2+",0.67,"60"," F"," S"," RET",3
521,0.909090909090909,"k=2",0.77,"40"," F"," S"," PUB",3
522,0.636363636363636,"k=2+",0.43,"18"," M"," S"," ETU",3
523,0.909090909090909,"k=2",0.77,"60"," F"," S"," PUB",3
525,0.818181818181818,"k=2",0.67,"30"," F"," S"," PRI",3
526,0.909090909090909,"k=2+",0.67,"60"," F","2"," RET",2
529,1,"k=2",1,"18"," M"," S"," ETU",3
532,0.363636363636364,"k=2",0.22,"30"," M"," S"," PRI",3
533,0.909090909090909,"k=2",0.77,"70"," M"," S"," RET",3
534,0.727272727272727,"k=2",0.52,"30"," F"," S"," PRI",3
536,1,"k=2",1,"70"," F"," S"," RET",3
538,0.454545454545455,"k=2+",0.29,"50"," F"," S"," ART",3
539,0.818181818181818,"k=2+",0.67,"18"," F"," S"," PRI",3
540,0.818181818181818,"k=2+",0.62,"70"," M"," S"," RET",3
542,0.181818181818182,"k=2",NA,"30"," M"," S"," PRI",3
543,0.909090909090909,"k=2",0.77,"70"," M"," S"," RET",3
544,0.909090909090909,"k=2",0.83,"30"," F"," S"," PRI",3
545,1,"k=2",1,"18"," M"," S"," PRI",3
546,0.909090909090909,"k=2+",0.83,"70"," M"," S"," RET",3
548,0.363636363636364,"k=2",0.22,"30"," F"," S"," ART",3
549,0.909090909090909,"k=2",0.81,"70"," F"," S"," RET",3
550,0.909090909090909,"k=2",0.77,"50"," F"," S"," PUB",3
552,0.636363636363636,"k=2+",0.43,"30"," F"," S"," PRI",3
553,0.818181818181818,"k=2+",0.69,"60"," F"," S"," RET",3
555,0.909090909090909,"k=2",0.77,"70"," M"," S"," RET",3
557,0.636363636363636,"k=2",0.35,"70"," M"," S"," RET",3
558,1,"k=2",1,"18"," F","1"," ETU",1
559,0.818181818181818,"k=2",0.67,"60"," M"," S"," RET",3
563,0.909090909090909,"k=2",0.81,"70"," F"," S"," RET",3
564,0.545454545454545,"k=2+",0.36,"40"," F"," S"," PRI",3
565,0.545454545454545,"k=2+",0.38,"70"," F"," S"," RET",3
566,0.818181818181818,"k=2+",0.52,"30"," F"," S"," ART",3
567,0.454545454545455,"k=2+",0.29,"50"," F"," S"," PUB",3
568,0.363636363636364,"k=2+",0.19,"18"," M"," S"," ETU",3
569,0.727272727272727,"k=2+",0.57,"70"," F"," S"," RET",3
571,0.545454545454545,"k=2+",0.36,"30"," F"," S"," PUB",3
572,0.636363636363636,"k=2+",0.43,"50"," F","2"," PRI",2
575,0.454545454545455,"k=2+",0.24,"70"," F"," S"," RET",3
576,0.818181818181818,"k=2+",0.67,"18"," M"," S"," CHO",3
577,0.818181818181818,"k=2",0.69,"40"," M"," S"," ART",3
579,1,"k=2",1,"70"," F","2"," RET",2
580,0.818181818181818,"k=2+",0.62,"18"," M"," S"," ETU",3
581,0.545454545454545,"k=2+",0.36,"18"," M"," S"," ETU",3
582,0.545454545454545,"k=2+",0.38,"30"," F"," S"," ART",3
583,0.636363636363636,"k=2",0.35,"40"," F"," S"," PRI",3
584,0.818181818181818,"k=2+",0.67,"50"," M"," S"," ART",3
587,1,"k=2",1,"18"," M"," S"," ETU",3
589,0.636363636363636,"k=2+",0.35,"40"," M"," S"," PUB",3
590,0.636363636363636,"k=2+",0.35,"40"," F"," S"," PUB",3
591,0.636363636363636,"k=2",0.46,"70"," M"," S"," RET",3
592,1,"k=2",1,"18"," M"," S"," ETU",3
593,0.909090909090909,"k=2",0.81,"60"," M"," S"," PRI",3
595,0.818181818181818,"k=2",0.67,"30"," F"," S"," PRI",3
596,1,"k=2+",1,"18"," M",NA," CHO",NA
598,0.818181818181818,"k=2",0.67,"30"," F"," S"," PUB",3
600,0.909090909090909,"k=2",0.77,"40"," F"," S"," PUB",3
601,0.454545454545455,"k=2+",0.24,"60"," M"," S"," PUB",3
605,0.818181818181818,"k=2+",0.67,"18"," F"," S"," ETU",3
606,0.909090909090909,"k=2",0.77,"70"," F"," S"," RET",3
608,0.818181818181818,"k=2",0.52,"50"," F"," S"," ART",3
609,0.727272727272727,"k=2+",0.57,"60"," M"," S"," RET",3
616,1,"k=2",1,"30"," M"," S"," PUB",3
618,0.909090909090909,"k=2",0.77,"50"," M"," S"," PUB",3
619,1,"k=2",1,"60"," M"," S"," RET",3
623,0.909090909090909,"k=2+",0.77,"18"," F"," S"," PRI",3
624,0.909090909090909,"k=2",0.67,"60"," M"," S"," RET",3
626,1,"k=2",1,"60"," M"," S"," RET",3
627,0.818181818181818,"k=2",0.69,"18"," M"," S"," ETU",3
628,1,"k=2+",1,"40"," F"," S"," PRI",3
630,0.909090909090909,"k=2",0.81,"30"," F"," S"," PUB",3
631,0.727272727272727,"k=2",0.52,"40"," M"," S"," PRI",3
632,0.909090909090909,"k=2+",0.81,"40"," M"," S"," ART",3
633,0.909090909090909,"k=2",0.81,"50"," M"," S"," CHO",3
634,1,"k=2",1,"40"," F"," S"," PUB",3
635,0.727272727272727,"k=2+",0.52,"18"," M"," S"," ETU",3
637,0.727272727272727,"k=2+",0.56,"30"," M"," S"," PRI",3
639,0.909090909090909,"k=2",0.81,"18"," F"," S"," ETU",3
641,0.909090909090909,"k=2",0.77,"60"," F"," S"," RET",3
642,0.909090909090909,"k=2+",0.81,"30"," F"," S"," PUB",3
645,0.545454545454545,"k=2",0.29,"40"," M"," S"," ART",3
647,1,"k=2",1,"30"," M"," S"," PUB",3
648,0.818181818181818,"k=2",0.62,"30"," M"," S"," PRI",3
649,0.818181818181818,"k=2",0.52,"30"," M"," S"," PRI",3
