"id","avg.match","optk2","phi.value","Age","Gender","Educ.lvl"
0,0.75,"k=2",0.58,3,"h",3
0,0.75,"k=2",0.58,3,"h",3
0,0.75,"k=2",0.58,3,"h",3
0,0.75,"k=2",0.58,3,"h",3
0,0.75,"k=2",0.58,3,"h",3
0,0.75,"k=2",0.58,3,"h",3
0,0.75,"k=2",0.58,3,"h",3
0,0.75,"k=2",0.58,3,"h",3
0,0.75,"k=2",0.58,3,"h",3
0,0.75,"k=2",0.58,3,"h",3
0,0.75,"k=2",0.58,3,"h",3
0,0.75,"k=2",0.58,3,"h",3
4,0.916666666666667,"k=2",0.77,6,"h",3
4,0.916666666666667,"k=2",0.77,6,"h",3
4,0.916666666666667,"k=2",0.77,6,"h",3
4,0.916666666666667,"k=2",0.77,6,"h",3
4,0.916666666666667,"k=2",0.77,6,"h",3
4,0.916666666666667,"k=2",0.77,6,"h",3
4,0.916666666666667,"k=2",0.77,6,"h",3
4,0.916666666666667,"k=2",0.77,6,"h",3
4,0.916666666666667,"k=2",0.77,6,"h",3
4,0.916666666666667,"k=2",0.77,6,"h",3
4,0.916666666666667,"k=2",0.77,6,"h",3
4,0.916666666666667,"k=2",0.77,6,"h",3
6,0.666666666666667,"k=2",0.49,4,"h",3
6,0.666666666666667,"k=2",0.49,4,"h",3
6,0.666666666666667,"k=2",0.49,4,"h",3
6,0.666666666666667,"k=2",0.49,4,"h",3
6,0.666666666666667,"k=2",0.49,4,"h",3
6,0.666666666666667,"k=2",0.49,4,"h",3
6,0.666666666666667,"k=2",0.49,4,"h",3
6,0.666666666666667,"k=2",0.49,4,"h",3
6,0.666666666666667,"k=2",0.49,4,"h",3
6,0.666666666666667,"k=2",0.49,4,"h",3
6,0.666666666666667,"k=2",0.49,4,"h",3
6,0.666666666666667,"k=2",0.49,4,"h",3
7,0.75,"k=2+",0.43,3,"h",3
7,0.75,"k=2+",0.43,3,"h",3
7,0.75,"k=2+",0.43,3,"h",3
7,0.75,"k=2+",0.43,3,"h",3
7,0.75,"k=2+",0.43,3,"h",3
7,0.75,"k=2+",0.43,3,"h",3
7,0.75,"k=2+",0.43,3,"h",3
7,0.75,"k=2+",0.43,3,"h",3
7,0.75,"k=2+",0.43,3,"h",3
7,0.75,"k=2+",0.43,3,"h",3
7,0.75,"k=2+",0.43,3,"h",3
7,0.75,"k=2+",0.43,3,"h",3
9,0.916666666666667,"k=2",0.77,5,"h",3
9,0.916666666666667,"k=2",0.77,5,"h",3
9,0.916666666666667,"k=2",0.77,5,"h",3
9,0.916666666666667,"k=2",0.77,5,"h",3
9,0.916666666666667,"k=2",0.77,5,"h",3
9,0.916666666666667,"k=2",0.77,5,"h",3
9,0.916666666666667,"k=2",0.77,5,"h",3
9,0.916666666666667,"k=2",0.77,5,"h",3
9,0.916666666666667,"k=2",0.77,5,"h",3
9,0.916666666666667,"k=2",0.77,5,"h",3
9,0.916666666666667,"k=2",0.77,5,"h",3
9,0.916666666666667,"k=2",0.77,5,"h",3
10,0.833333333333333,"k=2+",0.71,4,"f",3
10,0.833333333333333,"k=2+",0.71,4,"f",3
10,0.833333333333333,"k=2+",0.71,4,"f",3
10,0.833333333333333,"k=2+",0.71,4,"f",3
10,0.833333333333333,"k=2+",0.71,4,"f",3
10,0.833333333333333,"k=2+",0.71,4,"f",3
10,0.833333333333333,"k=2+",0.71,4,"f",3
10,0.833333333333333,"k=2+",0.71,4,"f",3
10,0.833333333333333,"k=2+",0.71,4,"f",3
10,0.833333333333333,"k=2+",0.71,4,"f",3
10,0.833333333333333,"k=2+",0.71,4,"f",3
10,0.833333333333333,"k=2+",0.71,4,"f",3
14,0.666666666666667,"k=2",0.49,3,"h",3
14,0.666666666666667,"k=2",0.49,3,"h",3
14,0.666666666666667,"k=2",0.49,3,"h",3
14,0.666666666666667,"k=2",0.49,3,"h",3
14,0.666666666666667,"k=2",0.49,3,"h",3
14,0.666666666666667,"k=2",0.49,3,"h",3
14,0.666666666666667,"k=2",0.49,3,"h",3
14,0.666666666666667,"k=2",0.49,3,"h",3
14,0.666666666666667,"k=2",0.49,3,"h",3
14,0.666666666666667,"k=2",0.49,3,"h",3
14,0.666666666666667,"k=2",0.49,3,"h",3
14,0.666666666666667,"k=2",0.49,3,"h",3
15,0.75,"k=2",0.58,3,"h",3
15,0.75,"k=2",0.58,3,"h",3
15,0.75,"k=2",0.58,3,"h",3
15,0.75,"k=2",0.58,3,"h",3
15,0.75,"k=2",0.58,3,"h",3
15,0.75,"k=2",0.58,3,"h",3
15,0.75,"k=2",0.58,3,"h",3
15,0.75,"k=2",0.58,3,"h",3
15,0.75,"k=2",0.58,3,"h",3
15,0.75,"k=2",0.58,3,"h",3
15,0.75,"k=2",0.58,3,"h",3
15,0.75,"k=2",0.58,3,"h",3
17,0.833333333333333,"k=2",0.71,2,"h",3
17,0.833333333333333,"k=2",0.71,2,"h",3
17,0.833333333333333,"k=2",0.71,2,"h",3
17,0.833333333333333,"k=2",0.71,2,"h",3
17,0.833333333333333,"k=2",0.71,2,"h",3
17,0.833333333333333,"k=2",0.71,2,"h",3
17,0.833333333333333,"k=2",0.71,2,"h",3
17,0.833333333333333,"k=2",0.71,2,"h",3
17,0.833333333333333,"k=2",0.71,2,"h",3
17,0.833333333333333,"k=2",0.71,2,"h",3
17,0.833333333333333,"k=2",0.71,2,"h",3
17,0.833333333333333,"k=2",0.71,2,"h",3
22,0.833333333333333,"k=2+",0.71,2,"h",3
22,0.833333333333333,"k=2+",0.71,2,"h",3
22,0.833333333333333,"k=2+",0.71,2,"h",3
22,0.833333333333333,"k=2+",0.71,2,"h",3
22,0.833333333333333,"k=2+",0.71,2,"h",3
22,0.833333333333333,"k=2+",0.71,2,"h",3
22,0.833333333333333,"k=2+",0.71,2,"h",3
22,0.833333333333333,"k=2+",0.71,2,"h",3
22,0.833333333333333,"k=2+",0.71,2,"h",3
22,0.833333333333333,"k=2+",0.71,2,"h",3
22,0.833333333333333,"k=2+",0.71,2,"h",3
22,0.833333333333333,"k=2+",0.71,2,"h",3
23,1,"k=2",1,3,"h",3
23,1,"k=2",1,3,"h",3
23,1,"k=2",1,3,"h",3
23,1,"k=2",1,3,"h",3
23,1,"k=2",1,3,"h",3
23,1,"k=2",1,3,"h",3
23,1,"k=2",1,3,"h",3
23,1,"k=2",1,3,"h",3
23,1,"k=2",1,3,"h",3
23,1,"k=2",1,3,"h",3
23,1,"k=2",1,3,"h",3
23,1,"k=2",1,3,"h",3
24,0.583333333333333,"k=2+",0.41,4,"f",3
24,0.583333333333333,"k=2+",0.41,4,"f",3
24,0.583333333333333,"k=2+",0.41,4,"f",3
24,0.583333333333333,"k=2+",0.41,4,"f",3
24,0.583333333333333,"k=2+",0.41,4,"f",3
24,0.583333333333333,"k=2+",0.41,4,"f",3
24,0.583333333333333,"k=2+",0.41,4,"f",3
24,0.583333333333333,"k=2+",0.41,4,"f",3
24,0.583333333333333,"k=2+",0.41,4,"f",3
24,0.583333333333333,"k=2+",0.41,4,"f",3
24,0.583333333333333,"k=2+",0.41,4,"f",3
24,0.583333333333333,"k=2+",0.41,4,"f",3
25,0.833333333333333,"k=2",0.52,2,"h",3
25,0.833333333333333,"k=2",0.52,2,"h",3
25,0.833333333333333,"k=2",0.52,2,"h",3
25,0.833333333333333,"k=2",0.52,2,"h",3
25,0.833333333333333,"k=2",0.52,2,"h",3
25,0.833333333333333,"k=2",0.52,2,"h",3
25,0.833333333333333,"k=2",0.52,2,"h",3
25,0.833333333333333,"k=2",0.52,2,"h",3
25,0.833333333333333,"k=2",0.52,2,"h",3
25,0.833333333333333,"k=2",0.52,2,"h",3
25,0.833333333333333,"k=2",0.52,2,"h",3
25,0.833333333333333,"k=2",0.52,2,"h",3
26,0.833333333333333,"k=2+",0.71,3,"h",3
26,0.833333333333333,"k=2+",0.71,3,"h",3
26,0.833333333333333,"k=2+",0.71,3,"h",3
26,0.833333333333333,"k=2+",0.71,3,"h",3
26,0.833333333333333,"k=2+",0.71,3,"h",3
26,0.833333333333333,"k=2+",0.71,3,"h",3
26,0.833333333333333,"k=2+",0.71,3,"h",3
26,0.833333333333333,"k=2+",0.71,3,"h",3
26,0.833333333333333,"k=2+",0.71,3,"h",3
26,0.833333333333333,"k=2+",0.71,3,"h",3
26,0.833333333333333,"k=2+",0.71,3,"h",3
26,0.833333333333333,"k=2+",0.71,3,"h",3
28,0.833333333333333,"k=2",0.71,4,"f",3
28,0.833333333333333,"k=2",0.71,4,"f",3
28,0.833333333333333,"k=2",0.71,4,"f",3
28,0.833333333333333,"k=2",0.71,4,"f",3
28,0.833333333333333,"k=2",0.71,4,"f",3
28,0.833333333333333,"k=2",0.71,4,"f",3
28,0.833333333333333,"k=2",0.71,4,"f",3
28,0.833333333333333,"k=2",0.71,4,"f",3
28,0.833333333333333,"k=2",0.71,4,"f",3
28,0.833333333333333,"k=2",0.71,4,"f",3
28,0.833333333333333,"k=2",0.71,4,"f",3
28,0.833333333333333,"k=2",0.71,4,"f",3
29,0.666666666666667,"k=2+",0.49,5,"h",3
29,0.666666666666667,"k=2+",0.49,5,"h",3
29,0.666666666666667,"k=2+",0.49,5,"h",3
29,0.666666666666667,"k=2+",0.49,5,"h",3
29,0.666666666666667,"k=2+",0.49,5,"h",3
29,0.666666666666667,"k=2+",0.49,5,"h",3
29,0.666666666666667,"k=2+",0.49,5,"h",3
29,0.666666666666667,"k=2+",0.49,5,"h",3
29,0.666666666666667,"k=2+",0.49,5,"h",3
29,0.666666666666667,"k=2+",0.49,5,"h",3
29,0.666666666666667,"k=2+",0.49,5,"h",3
29,0.666666666666667,"k=2+",0.49,5,"h",3
31,0.916666666666667,"k=2+",0.82,3,"h",3
31,0.916666666666667,"k=2+",0.82,3,"h",3
31,0.916666666666667,"k=2+",0.82,3,"h",3
31,0.916666666666667,"k=2+",0.82,3,"h",3
31,0.916666666666667,"k=2+",0.82,3,"h",3
31,0.916666666666667,"k=2+",0.82,3,"h",3
31,0.916666666666667,"k=2+",0.82,3,"h",3
31,0.916666666666667,"k=2+",0.82,3,"h",3
31,0.916666666666667,"k=2+",0.82,3,"h",3
31,0.916666666666667,"k=2+",0.82,3,"h",3
31,0.916666666666667,"k=2+",0.82,3,"h",3
31,0.916666666666667,"k=2+",0.82,3,"h",3
34,0.833333333333333,"k=2",0.71,4,"f",3
34,0.833333333333333,"k=2",0.71,4,"f",3
34,0.833333333333333,"k=2",0.71,4,"f",3
34,0.833333333333333,"k=2",0.71,4,"f",3
34,0.833333333333333,"k=2",0.71,4,"f",3
34,0.833333333333333,"k=2",0.71,4,"f",3
34,0.833333333333333,"k=2",0.71,4,"f",3
34,0.833333333333333,"k=2",0.71,4,"f",3
34,0.833333333333333,"k=2",0.71,4,"f",3
34,0.833333333333333,"k=2",0.71,4,"f",3
34,0.833333333333333,"k=2",0.71,4,"f",3
34,0.833333333333333,"k=2",0.71,4,"f",3
35,0.583333333333333,"k=2+",0.3,4,"h",2
35,0.583333333333333,"k=2+",0.3,4,"h",2
35,0.583333333333333,"k=2+",0.3,4,"h",2
35,0.583333333333333,"k=2+",0.3,4,"h",2
35,0.583333333333333,"k=2+",0.3,4,"h",2
35,0.583333333333333,"k=2+",0.3,4,"h",2
35,0.583333333333333,"k=2+",0.3,4,"h",2
35,0.583333333333333,"k=2+",0.3,4,"h",2
35,0.583333333333333,"k=2+",0.3,4,"h",2
35,0.583333333333333,"k=2+",0.3,4,"h",2
35,0.583333333333333,"k=2+",0.3,4,"h",2
35,0.583333333333333,"k=2+",0.3,4,"h",2
36,0.916666666666667,"k=2+",0.82,2,"h",3
36,0.916666666666667,"k=2+",0.82,2,"h",3
36,0.916666666666667,"k=2+",0.82,2,"h",3
36,0.916666666666667,"k=2+",0.82,2,"h",3
36,0.916666666666667,"k=2+",0.82,2,"h",3
36,0.916666666666667,"k=2+",0.82,2,"h",3
36,0.916666666666667,"k=2+",0.82,2,"h",3
36,0.916666666666667,"k=2+",0.82,2,"h",3
36,0.916666666666667,"k=2+",0.82,2,"h",3
36,0.916666666666667,"k=2+",0.82,2,"h",3
36,0.916666666666667,"k=2+",0.82,2,"h",3
36,0.916666666666667,"k=2+",0.82,2,"h",3
38,0.916666666666667,"k=2",0.77,3,"h",3
38,0.916666666666667,"k=2",0.77,3,"h",3
38,0.916666666666667,"k=2",0.77,3,"h",3
38,0.916666666666667,"k=2",0.77,3,"h",3
38,0.916666666666667,"k=2",0.77,3,"h",3
38,0.916666666666667,"k=2",0.77,3,"h",3
38,0.916666666666667,"k=2",0.77,3,"h",3
38,0.916666666666667,"k=2",0.77,3,"h",3
38,0.916666666666667,"k=2",0.77,3,"h",3
38,0.916666666666667,"k=2",0.77,3,"h",3
38,0.916666666666667,"k=2",0.77,3,"h",3
38,0.916666666666667,"k=2",0.77,3,"h",3
39,0.916666666666667,"k=2+",0.85,4,"h",3
39,0.916666666666667,"k=2+",0.85,4,"h",3
39,0.916666666666667,"k=2+",0.85,4,"h",3
39,0.916666666666667,"k=2+",0.85,4,"h",3
39,0.916666666666667,"k=2+",0.85,4,"h",3
39,0.916666666666667,"k=2+",0.85,4,"h",3
39,0.916666666666667,"k=2+",0.85,4,"h",3
39,0.916666666666667,"k=2+",0.85,4,"h",3
39,0.916666666666667,"k=2+",0.85,4,"h",3
39,0.916666666666667,"k=2+",0.85,4,"h",3
39,0.916666666666667,"k=2+",0.85,4,"h",3
39,0.916666666666667,"k=2+",0.85,4,"h",3
40,1,"k=2+",1,5,"h",3
40,1,"k=2+",1,5,"h",3
40,1,"k=2+",1,5,"h",3
40,1,"k=2+",1,5,"h",3
40,1,"k=2+",1,5,"h",3
40,1,"k=2+",1,5,"h",3
40,1,"k=2+",1,5,"h",3
40,1,"k=2+",1,5,"h",3
40,1,"k=2+",1,5,"h",3
40,1,"k=2+",1,5,"h",3
40,1,"k=2+",1,5,"h",3
40,1,"k=2+",1,5,"h",3
41,0.583333333333333,"k=2+",0.38,4,"f",3
41,0.583333333333333,"k=2+",0.38,4,"f",3
41,0.583333333333333,"k=2+",0.38,4,"f",3
41,0.583333333333333,"k=2+",0.38,4,"f",3
41,0.583333333333333,"k=2+",0.38,4,"f",3
41,0.583333333333333,"k=2+",0.38,4,"f",3
41,0.583333333333333,"k=2+",0.38,4,"f",3
41,0.583333333333333,"k=2+",0.38,4,"f",3
41,0.583333333333333,"k=2+",0.38,4,"f",3
41,0.583333333333333,"k=2+",0.38,4,"f",3
41,0.583333333333333,"k=2+",0.38,4,"f",3
41,0.583333333333333,"k=2+",0.38,4,"f",3
43,0.833333333333333,"k=2",0.71,3,"h",3
43,0.833333333333333,"k=2",0.71,3,"h",3
43,0.833333333333333,"k=2",0.71,3,"h",3
43,0.833333333333333,"k=2",0.71,3,"h",3
43,0.833333333333333,"k=2",0.71,3,"h",3
43,0.833333333333333,"k=2",0.71,3,"h",3
43,0.833333333333333,"k=2",0.71,3,"h",3
43,0.833333333333333,"k=2",0.71,3,"h",3
43,0.833333333333333,"k=2",0.71,3,"h",3
43,0.833333333333333,"k=2",0.71,3,"h",3
43,0.833333333333333,"k=2",0.71,3,"h",3
43,0.833333333333333,"k=2",0.71,3,"h",3
44,0.75,"k=2+",0.6,3,"h",3
44,0.75,"k=2+",0.6,3,"h",3
44,0.75,"k=2+",0.6,3,"h",3
44,0.75,"k=2+",0.6,3,"h",3
44,0.75,"k=2+",0.6,3,"h",3
44,0.75,"k=2+",0.6,3,"h",3
44,0.75,"k=2+",0.6,3,"h",3
44,0.75,"k=2+",0.6,3,"h",3
44,0.75,"k=2+",0.6,3,"h",3
44,0.75,"k=2+",0.6,3,"h",3
44,0.75,"k=2+",0.6,3,"h",3
44,0.75,"k=2+",0.6,3,"h",3
45,1,"k=2",1,3,"h",3
45,1,"k=2",1,3,"h",3
45,1,"k=2",1,3,"h",3
45,1,"k=2",1,3,"h",3
45,1,"k=2",1,3,"h",3
45,1,"k=2",1,3,"h",3
45,1,"k=2",1,3,"h",3
45,1,"k=2",1,3,"h",3
45,1,"k=2",1,3,"h",3
45,1,"k=2",1,3,"h",3
45,1,"k=2",1,3,"h",3
45,1,"k=2",1,3,"h",3
46,0.916666666666667,"k=2+",0.85,6,"h",3
46,0.916666666666667,"k=2+",0.85,6,"h",3
46,0.916666666666667,"k=2+",0.85,6,"h",3
46,0.916666666666667,"k=2+",0.85,6,"h",3
46,0.916666666666667,"k=2+",0.85,6,"h",3
46,0.916666666666667,"k=2+",0.85,6,"h",3
46,0.916666666666667,"k=2+",0.85,6,"h",3
46,0.916666666666667,"k=2+",0.85,6,"h",3
46,0.916666666666667,"k=2+",0.85,6,"h",3
46,0.916666666666667,"k=2+",0.85,6,"h",3
46,0.916666666666667,"k=2+",0.85,6,"h",3
46,0.916666666666667,"k=2+",0.85,6,"h",3
47,0.5,"k=2+",NA,3,"f",3
47,0.5,"k=2+",NA,3,"f",3
47,0.5,"k=2+",NA,3,"f",3
47,0.5,"k=2+",NA,3,"f",3
47,0.5,"k=2+",NA,3,"f",3
47,0.5,"k=2+",NA,3,"f",3
47,0.5,"k=2+",NA,3,"f",3
47,0.5,"k=2+",NA,3,"f",3
47,0.5,"k=2+",NA,3,"f",3
47,0.5,"k=2+",NA,3,"f",3
47,0.5,"k=2+",NA,3,"f",3
47,0.5,"k=2+",NA,3,"f",3
49,1,"k=2",1,NA,NA,NA
49,1,"k=2",1,NA,NA,NA
49,1,"k=2",1,NA,NA,NA
49,1,"k=2",1,NA,NA,NA
49,1,"k=2",1,NA,NA,NA
49,1,"k=2",1,NA,NA,NA
49,1,"k=2",1,NA,NA,NA
49,1,"k=2",1,NA,NA,NA
49,1,"k=2",1,NA,NA,NA
49,1,"k=2",1,NA,NA,NA
49,1,"k=2",1,NA,NA,NA
49,1,"k=2",1,NA,NA,NA
50,0.833333333333333,"k=2+",0.71,4,"h",3
50,0.833333333333333,"k=2+",0.71,4,"h",3
50,0.833333333333333,"k=2+",0.71,4,"h",3
50,0.833333333333333,"k=2+",0.71,4,"h",3
50,0.833333333333333,"k=2+",0.71,4,"h",3
50,0.833333333333333,"k=2+",0.71,4,"h",3
50,0.833333333333333,"k=2+",0.71,4,"h",3
50,0.833333333333333,"k=2+",0.71,4,"h",3
50,0.833333333333333,"k=2+",0.71,4,"h",3
50,0.833333333333333,"k=2+",0.71,4,"h",3
50,0.833333333333333,"k=2+",0.71,4,"h",3
50,0.833333333333333,"k=2+",0.71,4,"h",3
51,0.916666666666667,"k=2+",0.67,5,"h",NA
51,0.916666666666667,"k=2+",0.67,5,"h",NA
51,0.916666666666667,"k=2+",0.67,5,"h",NA
51,0.916666666666667,"k=2+",0.67,5,"h",NA
51,0.916666666666667,"k=2+",0.67,5,"h",NA
51,0.916666666666667,"k=2+",0.67,5,"h",NA
51,0.916666666666667,"k=2+",0.67,5,"h",NA
51,0.916666666666667,"k=2+",0.67,5,"h",NA
51,0.916666666666667,"k=2+",0.67,5,"h",NA
51,0.916666666666667,"k=2+",0.67,5,"h",NA
51,0.916666666666667,"k=2+",0.67,5,"h",NA
51,0.916666666666667,"k=2+",0.67,5,"h",NA
52,0.833333333333333,"k=2+",0.52,5,"h",3
52,0.833333333333333,"k=2+",0.52,5,"h",3
52,0.833333333333333,"k=2+",0.52,5,"h",3
52,0.833333333333333,"k=2+",0.52,5,"h",3
52,0.833333333333333,"k=2+",0.52,5,"h",3
52,0.833333333333333,"k=2+",0.52,5,"h",3
52,0.833333333333333,"k=2+",0.52,5,"h",3
52,0.833333333333333,"k=2+",0.52,5,"h",3
52,0.833333333333333,"k=2+",0.52,5,"h",3
52,0.833333333333333,"k=2+",0.52,5,"h",3
52,0.833333333333333,"k=2+",0.52,5,"h",3
52,0.833333333333333,"k=2+",0.52,5,"h",3
53,0.75,"k=2",0.43,4,"h",3
53,0.75,"k=2",0.43,4,"h",3
53,0.75,"k=2",0.43,4,"h",3
53,0.75,"k=2",0.43,4,"h",3
53,0.75,"k=2",0.43,4,"h",3
53,0.75,"k=2",0.43,4,"h",3
53,0.75,"k=2",0.43,4,"h",3
53,0.75,"k=2",0.43,4,"h",3
53,0.75,"k=2",0.43,4,"h",3
53,0.75,"k=2",0.43,4,"h",3
53,0.75,"k=2",0.43,4,"h",3
53,0.75,"k=2",0.43,4,"h",3
55,0.75,"k=2",0.58,2,"h",3
55,0.75,"k=2",0.58,2,"h",3
55,0.75,"k=2",0.58,2,"h",3
55,0.75,"k=2",0.58,2,"h",3
55,0.75,"k=2",0.58,2,"h",3
55,0.75,"k=2",0.58,2,"h",3
55,0.75,"k=2",0.58,2,"h",3
55,0.75,"k=2",0.58,2,"h",3
55,0.75,"k=2",0.58,2,"h",3
55,0.75,"k=2",0.58,2,"h",3
55,0.75,"k=2",0.58,2,"h",3
55,0.75,"k=2",0.58,2,"h",3
57,0.916666666666667,"k=2",0.84,2,"h",3
57,0.916666666666667,"k=2",0.84,2,"h",3
57,0.916666666666667,"k=2",0.84,2,"h",3
57,0.916666666666667,"k=2",0.84,2,"h",3
57,0.916666666666667,"k=2",0.84,2,"h",3
57,0.916666666666667,"k=2",0.84,2,"h",3
57,0.916666666666667,"k=2",0.84,2,"h",3
57,0.916666666666667,"k=2",0.84,2,"h",3
57,0.916666666666667,"k=2",0.84,2,"h",3
57,0.916666666666667,"k=2",0.84,2,"h",3
57,0.916666666666667,"k=2",0.84,2,"h",3
57,0.916666666666667,"k=2",0.84,2,"h",3
59,0.833333333333333,"k=2",0.68,4,"f",3
59,0.833333333333333,"k=2",0.68,4,"f",3
59,0.833333333333333,"k=2",0.68,4,"f",3
59,0.833333333333333,"k=2",0.68,4,"f",3
59,0.833333333333333,"k=2",0.68,4,"f",3
59,0.833333333333333,"k=2",0.68,4,"f",3
59,0.833333333333333,"k=2",0.68,4,"f",3
59,0.833333333333333,"k=2",0.68,4,"f",3
59,0.833333333333333,"k=2",0.68,4,"f",3
59,0.833333333333333,"k=2",0.68,4,"f",3
59,0.833333333333333,"k=2",0.68,4,"f",3
59,0.833333333333333,"k=2",0.68,4,"f",3
60,0.75,"k=2+",0.58,3,"h",3
60,0.75,"k=2+",0.58,3,"h",3
60,0.75,"k=2+",0.58,3,"h",3
60,0.75,"k=2+",0.58,3,"h",3
60,0.75,"k=2+",0.58,3,"h",3
60,0.75,"k=2+",0.58,3,"h",3
60,0.75,"k=2+",0.58,3,"h",3
60,0.75,"k=2+",0.58,3,"h",3
60,0.75,"k=2+",0.58,3,"h",3
60,0.75,"k=2+",0.58,3,"h",3
60,0.75,"k=2+",0.58,3,"h",3
60,0.75,"k=2+",0.58,3,"h",3
61,0.583333333333333,"k=2",NA,4,"h",3
61,0.583333333333333,"k=2",NA,4,"h",3
61,0.583333333333333,"k=2",NA,4,"h",3
61,0.583333333333333,"k=2",NA,4,"h",3
61,0.583333333333333,"k=2",NA,4,"h",3
61,0.583333333333333,"k=2",NA,4,"h",3
61,0.583333333333333,"k=2",NA,4,"h",3
61,0.583333333333333,"k=2",NA,4,"h",3
61,0.583333333333333,"k=2",NA,4,"h",3
61,0.583333333333333,"k=2",NA,4,"h",3
61,0.583333333333333,"k=2",NA,4,"h",3
61,0.583333333333333,"k=2",NA,4,"h",3
62,0.75,"k=2+",0.58,2,"f",3
62,0.75,"k=2+",0.58,2,"f",3
62,0.75,"k=2+",0.58,2,"f",3
62,0.75,"k=2+",0.58,2,"f",3
62,0.75,"k=2+",0.58,2,"f",3
62,0.75,"k=2+",0.58,2,"f",3
62,0.75,"k=2+",0.58,2,"f",3
62,0.75,"k=2+",0.58,2,"f",3
62,0.75,"k=2+",0.58,2,"f",3
62,0.75,"k=2+",0.58,2,"f",3
62,0.75,"k=2+",0.58,2,"f",3
62,0.75,"k=2+",0.58,2,"f",3
63,0.916666666666667,"k=2+",0.82,2,"f",3
63,0.916666666666667,"k=2+",0.82,2,"f",3
63,0.916666666666667,"k=2+",0.82,2,"f",3
63,0.916666666666667,"k=2+",0.82,2,"f",3
63,0.916666666666667,"k=2+",0.82,2,"f",3
63,0.916666666666667,"k=2+",0.82,2,"f",3
63,0.916666666666667,"k=2+",0.82,2,"f",3
63,0.916666666666667,"k=2+",0.82,2,"f",3
63,0.916666666666667,"k=2+",0.82,2,"f",3
63,0.916666666666667,"k=2+",0.82,2,"f",3
63,0.916666666666667,"k=2+",0.82,2,"f",3
63,0.916666666666667,"k=2+",0.82,2,"f",3
64,0.666666666666667,"k=2+",0.45,3,"f",3
64,0.666666666666667,"k=2+",0.45,3,"f",3
64,0.666666666666667,"k=2+",0.45,3,"f",3
64,0.666666666666667,"k=2+",0.45,3,"f",3
64,0.666666666666667,"k=2+",0.45,3,"f",3
64,0.666666666666667,"k=2+",0.45,3,"f",3
64,0.666666666666667,"k=2+",0.45,3,"f",3
64,0.666666666666667,"k=2+",0.45,3,"f",3
64,0.666666666666667,"k=2+",0.45,3,"f",3
64,0.666666666666667,"k=2+",0.45,3,"f",3
64,0.666666666666667,"k=2+",0.45,3,"f",3
64,0.666666666666667,"k=2+",0.45,3,"f",3
65,0.916666666666667,"k=2+",0.82,2,"h",3
65,0.916666666666667,"k=2+",0.82,2,"h",3
65,0.916666666666667,"k=2+",0.82,2,"h",3
65,0.916666666666667,"k=2+",0.82,2,"h",3
65,0.916666666666667,"k=2+",0.82,2,"h",3
65,0.916666666666667,"k=2+",0.82,2,"h",3
65,0.916666666666667,"k=2+",0.82,2,"h",3
65,0.916666666666667,"k=2+",0.82,2,"h",3
65,0.916666666666667,"k=2+",0.82,2,"h",3
65,0.916666666666667,"k=2+",0.82,2,"h",3
65,0.916666666666667,"k=2+",0.82,2,"h",3
65,0.916666666666667,"k=2+",0.82,2,"h",3
67,1,"k=2",1,3,"h",3
67,1,"k=2",1,3,"h",3
67,1,"k=2",1,3,"h",3
67,1,"k=2",1,3,"h",3
67,1,"k=2",1,3,"h",3
67,1,"k=2",1,3,"h",3
67,1,"k=2",1,3,"h",3
67,1,"k=2",1,3,"h",3
67,1,"k=2",1,3,"h",3
67,1,"k=2",1,3,"h",3
67,1,"k=2",1,3,"h",3
67,1,"k=2",1,3,"h",3
68,0.75,"k=2+",0.6,5,"f",3
68,0.75,"k=2+",0.6,5,"f",3
68,0.75,"k=2+",0.6,5,"f",3
68,0.75,"k=2+",0.6,5,"f",3
68,0.75,"k=2+",0.6,5,"f",3
68,0.75,"k=2+",0.6,5,"f",3
68,0.75,"k=2+",0.6,5,"f",3
68,0.75,"k=2+",0.6,5,"f",3
68,0.75,"k=2+",0.6,5,"f",3
68,0.75,"k=2+",0.6,5,"f",3
68,0.75,"k=2+",0.6,5,"f",3
68,0.75,"k=2+",0.6,5,"f",3
69,0.833333333333333,"k=2+",0.71,2,"h",3
69,0.833333333333333,"k=2+",0.71,2,"h",3
69,0.833333333333333,"k=2+",0.71,2,"h",3
69,0.833333333333333,"k=2+",0.71,2,"h",3
69,0.833333333333333,"k=2+",0.71,2,"h",3
69,0.833333333333333,"k=2+",0.71,2,"h",3
69,0.833333333333333,"k=2+",0.71,2,"h",3
69,0.833333333333333,"k=2+",0.71,2,"h",3
69,0.833333333333333,"k=2+",0.71,2,"h",3
69,0.833333333333333,"k=2+",0.71,2,"h",3
69,0.833333333333333,"k=2+",0.71,2,"h",3
69,0.833333333333333,"k=2+",0.71,2,"h",3
70,0.75,"k=2",0.58,4,"h",3
70,0.75,"k=2",0.58,4,"h",3
70,0.75,"k=2",0.58,4,"h",3
70,0.75,"k=2",0.58,4,"h",3
70,0.75,"k=2",0.58,4,"h",3
70,0.75,"k=2",0.58,4,"h",3
70,0.75,"k=2",0.58,4,"h",3
70,0.75,"k=2",0.58,4,"h",3
70,0.75,"k=2",0.58,4,"h",3
70,0.75,"k=2",0.58,4,"h",3
70,0.75,"k=2",0.58,4,"h",3
